,DrugBankIDLabel,UniProtIDLabel,Interaction,Predicted interaction
6852,3783,898,1,0.7899608785765552
6853,3783,381,1,0.6391757350238627
6854,3783,815,1,0.8597127904423734
6855,3783,2411,1,0.9810026946781641
6856,3783,18,1,0.7704157731670654
6857,3783,1232,1,1.0
6858,3783,2354,1,0.6188388953551693
6859,3783,2622,1,0.75194101710179
6860,3783,3553,1,0.7904873864294149
6861,3783,1607,1,0.685621427580505
6862,3783,1929,1,0.7304268454621117
6863,3783,2175,1,0.7971722932625542
6864,3783,213,1,0.853270284319787
6865,3783,0,1,0.6983736896920678
6866,3783,1040,1,0.7211481228906755
6867,3783,3474,1,0.7753901433832897
6868,3783,2762,1,0.7762276267412913
6869,3783,2328,1,0.8152176300999773
6870,3783,4033,1,0.746497517715835
6871,3783,1915,1,0.7823271878723805
6872,3783,1994,1,0.700242295041011
6873,3783,2681,1,0.7899239696013949
6874,3783,2734,1,0.7133045424490001
6875,3783,224,1,0.7990805679358669
6876,3783,2987,1,0.8614547947570992
6877,3783,3719,1,0.7686691754046027
6878,3783,2101,1,0.8062887392819484
6879,3783,2740,1,0.76113564966654
6880,3783,880,1,0.8248892058138014
6881,3783,3144,1,0.8241493032202479
6882,3783,1888,1,0.7082191646480706
6883,3783,2486,1,0.9872653627381794
6884,3783,2211,1,0.961931769072344
6885,3783,3282,1,1.0
6886,3783,2192,1,0.8700067023277942
6887,3783,2728,1,0.7900780764012811
6888,3783,3310,1,0.868893610800159
6889,3783,2417,1,0.7928986255470651
6890,3783,3588,1,0.6962574670061281
6891,3783,3937,1,0.7822594521646085
6892,3783,4447,1,0.6346273651518533
6893,3783,991,1,0.6409210231479878
6894,3783,3694,1,0.6947066817016256
6895,3783,4174,1,0.6684231838572031
6896,3783,338,1,0.8564318765703579
6897,3783,2612,1,0.7595116618362149
6898,3783,3202,1,0.7083882170523188
6899,3783,68,1,0.7052958746210429
6900,3783,1961,1,0.8968737106295115
6901,3783,4733,1,0.7961609952469022
6902,3783,4458,1,0.710963062291375
6903,3783,1422,1,0.6496949910059506
6904,3783,3892,1,0.7525753657493102
6905,3783,4197,1,0.861686458851239
6906,3783,2861,1,0.8557400394272259
6907,3783,1298,1,1.0
6908,3783,3454,1,0.7518751623268932
6909,3783,1146,1,0.9248715256321444
6910,3783,2526,1,0.7921399738063436
6911,3783,3198,1,0.8159171628469539
6912,3783,1730,1,1.0
6913,3783,577,1,0.8464432556480517
6914,3783,1030,1,0.747972360752245
6915,3783,1129,1,0.7705901533340914
6916,3783,2968,1,0.7573701842059333
6917,3783,1375,1,0.7008439166811482
6918,3783,343,1,0.7446781254830976
6919,3783,4263,1,0.8206880667735562
6920,3783,2073,1,0.8015381137655405
6921,3783,4486,1,0.7734194389785074
6922,3783,4631,1,0.6628426096776223
6923,3783,4316,1,0.7929299938927662
6924,3783,38,1,0.7122792232475177
6925,3783,3079,1,0.7981141071144253
6926,3783,3629,1,0.7397666723156808
6927,3783,604,1,0.7305999402333225
6928,3783,261,1,0.8074780150510144
6929,3783,2676,1,0.759614597048215
6930,3783,3883,1,0.7329222649679075
6931,3783,3133,1,0.6949730869473343
6932,3783,3770,1,0.6667626557281966
6933,3783,4273,1,0.6588463405791485
6934,3783,2682,1,0.7853636720686337
6935,3783,3767,1,0.6714006615861756
6936,3783,1124,1,0.7299275535360196
6937,3783,2518,1,0.7752706983225837
6938,3783,2152,1,0.8517580263871034
6939,3783,2671,1,0.7324681361763642
6940,3783,3545,1,0.7301737111777074
6941,3783,3223,1,0.6678931242879893
6942,3783,2675,1,0.8263518080901128
6943,3783,2597,1,0.7110707641125101
6944,3783,4728,1,0.8244911734053244
6945,3783,1926,1,0.7647647414145986
6946,3783,1526,1,0.785030574311316
6947,3783,2288,1,0.8204639631443251
6948,3783,1769,1,0.8783466001635878
6949,3783,1525,1,1.0
6950,3783,172,1,0.9509145792581547
6951,3783,572,1,0.7633620641213248
6952,3783,258,1,0.8244973812905719
6953,3783,58,1,0.782527993547135
6954,3783,360,1,0.6959106391979761
6955,3783,4555,1,0.8750117848637048
6956,3783,3905,1,0.9734262810254547
6957,3965,3040,1,0.912577640386939
6958,3965,683,1,0.8906014089191104
6959,3965,2476,1,0.9153778595895266
6960,3965,3335,1,0.8923122931160934
6961,3965,770,1,0.8606815998974058
6962,3965,3745,1,0.8305086997265925
6963,3965,3444,1,0.843367129260127
6964,3965,4021,1,0.8246736849997217
6965,3965,81,1,0.8326958590010434
6966,3965,4163,1,0.8477119395180512
6967,3965,1998,1,0.853884254430096
6968,3965,329,1,0.8116006188757
6969,3965,4450,1,0.8103408637279871
6970,3965,3935,1,0.6235541912499694
6971,3965,1014,1,0.6034154954014861
6972,3965,2450,1,0.6253457885752693
6973,6266,3040,1,0.9796566645416578
6974,6266,683,1,0.9500866811196553
6975,6266,2476,1,0.9833645440864912
6976,6266,3577,1,0.9178273431798815
6977,6266,3335,1,0.9533851197283869
6978,6266,2944,1,0.9058793418025008
6979,6266,4021,1,0.8783469690331298
6980,6266,81,1,0.895627819429381
6981,6266,4163,1,0.9071514237480282
6982,6266,770,1,0.9142133105274218
6983,6266,3745,1,0.8767456182885647
6984,6266,3444,1,0.9001154484534717
6985,6266,1998,1,0.9094877022952746
6986,6266,329,1,0.8655519653591861
6987,6266,4450,1,0.86337816620165
6988,6266,3935,1,0.6555310900759692
6989,6266,1014,1,0.6200753445276412
6990,6266,2450,1,0.6646504820999344
6991,6266,2558,1,0.8509906363504351
6992,6266,3972,1,0.6717239285556588
6993,2662,934,1,0.4805013412242287
6994,7291,3565,1,0.5129404186640947
6995,7291,1693,1,0.5422881237651183
6996,7291,4609,1,0.5138028889117678
6997,7291,1978,1,0.4890914620200577
6998,7291,583,1,0.49565467444483186
6999,3302,905,1,0.4767942923826134
7000,3302,2123,1,0.5478916551917935
7001,4912,1180,1,0.7412982680053015
7002,4912,3339,1,0.7417744820219271
7003,6425,3653,1,0.452363861171147
7004,4244,173,1,0.5366298414292444
7005,4232,2582,1,0.515324974299164
7006,4232,2454,1,0.5740236712806571
7007,4232,3234,1,0.5722301654982864
7008,4232,3898,1,0.6022877207340687
7009,4232,3706,1,0.6356245373100409
7010,4232,2790,1,0.5478225117184122
7011,4806,173,1,0.5203241403886846
7012,2639,173,1,0.5508127072887697
7013,6587,4634,1,0.48327610045792
7014,6587,2544,1,0.500339947375204
7015,3949,838,1,0.4627789425102763
7016,3894,1655,1,0.7416541975712726
7017,3894,3486,1,0.79310227393247
7018,3894,2118,1,0.779069093916643
7019,3894,2032,1,0.7619172328715202
7020,3813,4611,1,0.4676873200222043
7021,3813,51,1,0.4342218297592447
7022,5938,3068,1,0.4797297257006711
7023,62,3068,1,0.5019582238640331
7024,62,4454,1,0.4604863038942024
7025,4351,899,1,0.8584342602730011
7026,4351,1655,1,0.7939677139693384
7027,4351,3074,1,0.8926557733987955
7028,4351,3485,1,0.8303468097545328
7029,4351,1723,1,0.8710296182667402
7030,4351,2118,1,0.8456652177770466
7031,7035,1616,1,0.5861997500719727
7032,2740,3485,1,0.6937066025170109
7033,6842,899,1,0.8146217508865972
7034,6842,3485,1,0.7847164302124225
7035,6842,3074,1,0.8289379984826917
7036,6842,4398,1,0.8234191846479182
7037,3032,1616,1,0.7084993177601153
7038,6744,1616,1,0.7407811377618538
7039,6744,4159,1,0.5252585997555163
7040,4584,899,1,0.757230894661568
7041,4584,1655,1,0.7118437631908368
7042,4584,3074,1,0.7921684378468993
7043,4584,3485,1,0.7401760837285241
7044,6000,899,1,0.8444706078187589
7045,6000,1655,1,0.791848275556142
7046,6000,3074,1,0.8717884133653749
7047,6000,3485,1,0.8150364477360927
7048,6000,1723,1,0.8629317343075578
7049,6000,2118,1,0.8215250665019636
7050,3210,899,1,0.7541820821180711
7051,3210,1655,1,0.7024035870713743
7052,3210,3074,1,0.7774432536072017
7053,5601,1655,1,0.7478589373921714
7054,5601,1318,1,0.6463644870837706
7055,5601,899,1,0.8006356468784579
7056,5601,1723,1,0.807778523082235
7057,5601,3486,1,0.7825597900958553
7058,5601,3074,1,0.8196536286999845
7059,5601,1616,1,0.8009098464508624
7060,3288,1670,1,0.7702037894926753
7061,3288,2748,1,0.7111595799086632
7062,5945,3458,1,0.586061007629505
7063,5945,2391,1,0.5664697627018622
7064,6611,2483,1,0.48419967854320206
7065,2513,1180,1,0.6970411319486494
7066,382,3439,1,0.45613784775013044
7067,382,815,1,0.5134100221095707
7068,5231,884,1,0.4591592700035551
7069,2012,3284,1,0.47633726088060035
7070,2012,1639,1,0.5355971359406442
7071,2709,2170,1,0.4725692854055407
7072,2709,2896,1,0.5036109175523188
7073,2709,2134,1,0.4889513577423711
7074,2709,237,1,0.4701991326621361
7075,2709,2489,1,0.46492540815222955
7076,2709,4165,1,0.4922864096532809
7077,1371,917,1,0.4972520092213589
7078,1609,3796,1,0.46943271901260786
7079,235,4624,1,0.47515811082690684
7080,235,3756,1,0.43840951887440205
7081,235,186,1,0.47796420354794145
7082,235,106,1,0.45752700052081163
7083,3222,1105,1,0.5141210453150713
7084,5584,3562,1,0.48416624458235635
7085,6498,917,1,0.4778663333658495
7086,6498,4075,1,0.4894191426377205
7087,6498,2439,1,0.494157228305333
7088,4189,2096,1,0.5757887110285057
7089,4189,4103,1,0.544340655701926
7090,4189,3407,1,0.5316147298859837
7091,4189,3570,1,0.5756455555918727
7092,4189,2330,1,0.562212412606242
7093,4189,3584,1,0.5146762340302474
7094,4189,1322,1,0.4632885592912307
7095,4189,1784,1,0.5001401256168929
7096,4189,2380,1,0.4931507254064507
7097,1360,735,1,0.49329430092581095
7098,7341,1775,1,0.6577814198364673
7099,7341,2212,1,0.7475810022955567
7100,7341,1971,1,0.5210052944219052
7101,7341,4755,1,0.5804324278305517
7102,7341,2661,1,0.8851475793219
7103,7341,2062,1,0.6048495504098927
7104,7341,774,1,0.5221147656849398
7105,7341,4758,1,0.5214482419353428
7106,7341,3900,1,0.7459826285298572
7107,7341,2038,1,0.5368231199366726
7108,7341,841,1,0.5365574891220772
7109,7341,2067,1,0.5240067115411214
7110,7341,1525,1,0.6345278880262791
7111,4961,1379,1,0.44117300309661933
7112,4961,2619,1,0.4505561695714253
7113,3931,4178,1,0.5400024929553083
7114,3767,2193,1,0.4780516177609929
7115,3767,4632,1,0.4809976797780018
7116,2665,1137,1,0.4773402113105202
7117,1574,2987,1,0.4915755286504845
7118,2858,690,1,0.45159342878674036
7119,2858,4243,1,0.4644816987412289
7120,5981,1361,1,0.47880272308241073
7121,6235,4178,1,0.5401316869318544
7122,6235,3263,1,0.5233281158970233
7123,6235,2243,1,0.5356787747300888
7124,6235,1761,1,0.48817325957330937
7125,7063,3796,1,0.4499272395963547
7126,4788,3641,1,0.4539799226361758
7127,723,2936,1,0.4958347367648348
7128,6190,4465,1,0.4831502272090669
7129,5245,3494,1,0.5779009602609947
7130,4339,634,1,0.7396056185217191
7131,4680,3434,1,0.47560266601261203
7132,4680,1680,1,0.46717122040824355
7133,2866,4242,1,0.49845736091980974
7134,5693,3288,1,0.47405486768542415
7135,2796,1535,1,0.4936562150785913
7136,5297,1865,1,0.4551055051949231
7137,403,26,1,0.7603484580789848
7138,725,3284,1,0.47678255059621344
7139,725,4313,1,0.44228764757457145
7140,7330,1500,1,0.46746471165897835
7141,7330,3509,1,0.5047183149452885
7142,2462,1965,1,0.4639007550504747
7143,5239,3940,1,0.482979482936093
7144,3943,4126,1,0.4808171692360821
7145,3943,1479,1,0.4717085876149044
7146,3943,1402,1,0.5092839694504895
7147,3943,1931,1,0.502010564769839
7148,3943,453,1,0.4638657129622639
7149,560,2012,1,0.6342152684718263
7150,4379,525,1,0.4377301904201502
7151,4641,2766,1,0.4435255512318137
7152,3529,20,1,0.48805235736273056
7153,6166,4428,1,0.49349500203938784
7154,4013,609,1,0.5724161927386184
7155,4013,4123,1,0.5590052815642039
7156,6195,60,1,0.49348066352547015
7157,1455,4668,1,0.5853662154792774
7158,4869,2657,1,0.44012357965410026
7159,5682,4376,1,0.48790392228541146
7160,3500,3866,1,0.47371012307278737
7161,3500,1450,1,0.45830613208140697
7162,3500,3220,1,0.4657917796280628
7163,6840,2760,1,0.5177086844400384
7164,6840,845,1,0.49757384467981486
7165,6840,2992,1,0.49188460156778324
7166,6840,1089,1,0.4995572218710081
7167,6840,2082,1,0.5132440067867413
7168,6840,4373,1,0.49802454201262636
7169,6840,4365,1,0.5048161715978403
7170,6840,1279,1,0.4506720873783772
7171,6840,3034,1,0.48175486741105955
7172,6840,2538,1,0.4732660406982925
7173,6840,4669,1,0.512129742053131
7174,6840,3341,1,0.5185708638474974
7175,6840,823,1,0.5213169332331673
7176,2084,2028,1,0.48408095063386275
7177,2549,1868,1,0.4928441173517592
7178,2549,3098,1,0.49722527586066223
7179,3048,2453,1,0.48378775315662825
7180,608,3791,1,0.4824522744099739
7181,5664,1142,1,0.5073638504349731
7182,2045,233,1,0.4675458695778677
7183,2045,3911,1,0.4801828528819126
7184,2045,3873,1,0.5138372943477593
7185,2045,3129,1,0.47836138913634085
7186,2045,4422,1,0.4842179909028852
7187,4324,4465,1,0.459049464683859
7188,1129,2936,1,0.5285637432901539
7189,4586,2039,1,0.4910763056315314
7190,4586,634,1,0.7670083424299035
7191,3133,2661,1,1.0
7192,3133,2212,1,0.9965845710247466
7193,3133,3040,1,1.0
7194,3133,683,1,1.0
7195,3133,2476,1,1.0
7196,3133,3577,1,1.0
7197,3133,3335,1,1.0
7198,3133,2944,1,1.0
7199,3133,4021,1,1.0
7200,3133,81,1,1.0
7201,3133,4163,1,1.0
7202,3133,1998,1,1.0
7203,3133,329,1,0.9798479062016686
7204,3133,770,1,1.0
7205,3133,3745,1,1.0
7206,3133,3444,1,1.0
7207,3133,4450,1,0.9648384669995054
7208,3133,2558,1,0.960265075965036
7209,3133,4065,1,0.8238867492142066
7210,3133,2398,1,0.7404207693419385
7211,3133,1189,1,0.8160465708989345
7212,3133,3194,1,0.7009289179301437
7213,3133,3113,1,0.7508322335735035
7214,3133,1280,1,0.8484309498372086
7215,3133,944,1,0.7214615486628868
7216,3133,2032,1,1.0
7217,3133,635,1,0.6747146351377808
7218,3133,1706,1,0.6180670819244176
7219,3133,2893,1,0.608180621727048
7220,3133,4212,1,0.8986450150727965
7221,3133,191,1,0.6409916550690367
7222,3133,3900,1,1.0
7223,3133,4159,1,0.6863104188620466
7224,3133,1635,1,0.5696374393650241
7225,3133,1300,1,0.5681911398021801
7226,1311,1506,1,0.48851146550549096
7227,1311,192,1,0.5380077074591268
7228,1311,2859,1,0.5020784625292071
7229,1311,2187,1,0.5095441511939645
7230,553,1260,1,0.4792456087522935
7231,2037,4017,1,0.4896427377136795
7232,5577,655,1,0.5015118081087967
7233,4984,610,1,0.45826493948146074
7234,4475,3030,1,0.5233739901336717
7235,2830,1938,1,0.4801539259078014
7236,2830,2585,1,0.4674359627464315
7237,2830,1234,1,0.4896923907442319
7238,2830,3528,1,0.47372719268141217
7239,2830,1382,1,0.505303112066636
7240,2830,476,1,0.4495506031321619
7241,2830,3054,1,0.5118682025219786
7242,5117,2540,1,0.43736825180972155
7243,5117,1997,1,0.44118666033435355
7244,2580,2254,1,0.46151352140899954
7245,4111,3737,1,0.45501540111375166
7246,5743,1434,1,0.46366903097687584
7247,7342,655,1,0.47948790945355046
7248,2958,634,1,0.6434785121951558
7249,2958,1298,1,0.6399766961611184
7250,2958,784,1,0.5427573353685631
7251,5087,60,1,0.48482455770413935
7252,7196,3790,1,0.4567866283375774
7253,7196,4130,1,0.498433118724925
7254,7196,4217,1,0.4729322671369056
7255,7196,1073,1,0.4791789591597727
7256,7196,1338,1,0.47218692572964194
7257,7196,3946,1,0.4698648348662841
7258,1615,2619,1,0.5222815652495608
7259,3080,239,1,0.43354921700870463
7260,5706,2591,1,0.6238374781860404
7261,6685,3053,1,0.4878456770473164
7262,3955,4048,1,0.616236389735245
7263,2149,2727,1,0.45049381952186596
7264,2990,2764,1,0.4820082541501851
7265,6396,634,1,0.6374988661408504
7266,3706,1165,1,0.4795761157018431
7267,6555,634,1,0.6364115567998196
7268,4576,3531,1,0.46092519980213065
7269,957,4465,1,0.5112917747275554
7270,957,3188,1,0.5733992797682994
7271,957,366,1,0.527595768501748
7272,957,2611,1,0.4895551632689329
7273,957,3497,1,0.5047357952094244
7274,3142,634,1,0.7553939828476002
7275,1363,529,1,0.46064245070318016
7276,3485,26,1,0.7137140111744336
7277,1259,1930,1,0.4217488851469304
7278,3853,840,1,0.4962390903455545
7279,3853,3663,1,0.5627024293735768
7280,3853,3731,1,0.6798851885100745
7281,3853,664,1,0.5118594015306692
7282,3853,2982,1,0.5535460709216075
7283,3853,4221,1,0.6014644259376154
7284,3853,761,1,0.5113617837114142
7285,3853,2786,1,0.6555660817210516
7286,3853,4575,1,0.5231799996273259
7287,3853,3345,1,0.5586777276743666
7288,3853,2886,1,0.4699226996559018
7289,3853,3082,1,0.5936419639630603
7290,3853,2540,1,0.5102777648130647
7291,3853,1874,1,0.5551986417889669
7292,3853,1988,1,0.5838141511473671
7293,3853,914,1,0.5288186479795631
7294,3853,3404,1,0.548537902599897
7295,3853,2939,1,0.5619486376651825
7296,3853,1473,1,0.5099380266847419
7297,3853,3763,1,0.564462326759529
7298,3853,3951,1,0.5837577009274844
7299,3853,3035,1,0.5653887955528496
7300,3853,1041,1,0.5438798405943905
7301,3853,447,1,0.5540981744217846
7302,3853,592,1,0.5011698738861652
7303,3853,2530,1,0.5118097248426171
7304,3853,1822,1,0.5637015581596945
7305,3853,3752,1,0.5787321340553448
7306,3853,3253,1,0.508529150917262
7307,3853,1804,1,0.47500177005779276
7308,3853,4505,1,0.5444336014742778
7309,3853,2637,1,0.5862837879750858
7310,3853,3027,1,0.5382775749785912
7311,3853,1556,1,0.5616275152691166
7312,3853,436,1,0.5935004398935253
7313,3853,3664,1,0.5334443366493269
7314,4742,1542,1,0.45147778887666445
7315,2291,1106,1,0.527465587901973
7316,5362,4271,1,0.459883868480684
7317,7157,270,1,0.47979030461131966
7318,2206,1428,1,0.4259648368040682
7319,3172,2506,1,0.49260070855611215
7320,496,3009,1,0.6072362923247996
7321,4710,453,1,0.4456634192697837
7322,6461,432,1,0.4752575728096103
7323,1303,1535,1,0.4978182810713485
7324,6007,1554,1,0.5242892715987107
7325,4489,4525,1,0.4603802518300265
7326,4489,2655,1,0.4538893794382253
7327,4489,1298,1,0.7255233765608331
7328,4457,634,1,0.8115319174042301
7329,4457,1298,1,0.7977973363682354
7330,4240,848,1,0.45925181884320704
7331,1953,634,1,0.6799248643730209
7332,5769,2425,1,0.5029560438856411
7333,5893,860,1,0.42987836449683453
7334,5848,2052,1,0.4794582479324513
7335,3396,1320,1,0.44662925359407807
7336,3470,2622,1,0.45898193802718723
7337,2789,980,1,0.4511621406231011
7338,1762,63,1,0.49375514452646985
7339,2175,2859,1,0.473238962416572
7340,1926,1881,1,0.4562772182429159
7341,5130,3134,1,0.5389958226604908
7342,5130,3764,1,0.4510977245576386
7343,5130,2625,1,0.48029267659259445
7344,5130,1565,1,0.5048272794238419
7345,958,4494,1,0.47788959818908233
7346,5939,26,1,0.6599539428987995
7347,7239,4497,1,0.4914846636177048
7348,7239,2689,1,0.4420322633696365
7349,7239,3440,1,0.47141836409263194
7350,5967,1777,1,0.5207475480156007
7351,5967,2567,1,0.5237676538267114
7352,5538,971,1,0.464134364380741
7353,491,2254,1,0.4751766992124251
7354,6481,2759,1,0.4663586099347619
7355,4165,3263,1,0.5211356611003306
7356,4165,4178,1,0.5410410440734774
7357,4165,1761,1,0.4872838252869708
7358,4165,2243,1,0.5287004919186862
7359,1428,802,1,0.450498841797147
7360,4865,2425,1,0.513308843090107
7361,3756,3159,1,0.47262014101400346
7362,4303,975,1,0.48607193122605435
7363,4303,3967,1,0.44454559504093466
7364,3864,1884,1,0.4732782562061724
7365,3515,3846,1,0.4814397802842021
7366,3515,4719,1,0.4675789534512069
7367,5380,3674,1,0.4398104707286055
7368,4429,2727,1,0.448486342328595
7369,1600,2100,1,0.6928234296473297
7370,1600,2289,1,0.5114254064698804
7371,1600,634,1,0.8481868653012767
7372,1600,461,1,0.507801498385501
7373,168,2527,1,0.44665054595882003
7374,7029,3009,1,0.5994775013392594
7375,2622,1283,1,0.47440408140879897
7376,2981,4503,1,0.48389219754781027
7377,2981,1631,1,0.5109182392415692
7378,5153,1119,1,0.46709332458629993
7379,5153,3037,1,0.46715535083659965
7380,5731,2070,1,0.4562164786542493
7381,1367,1706,1,0.5324534014810842
7382,1367,762,1,0.49804087767122696
7383,1367,562,1,0.538490996505001
7384,1367,2893,1,0.5342236691380118
7385,1367,4630,1,0.5086004838700384
7386,1367,1451,1,0.5235105095013239
7387,1367,3584,1,0.5162548351143568
7388,1367,2739,1,0.4765750187149236
7389,1367,3112,1,0.5193503556183332
7390,1367,4151,1,0.5131356823637834
7391,1367,581,1,0.676604196048608
7392,1367,3125,1,0.47429621189572013
7393,5268,4366,1,0.4553443281807929
7394,5268,3833,1,0.44048034358651694
7395,3456,2303,1,0.5130606056562917
7396,766,2220,1,0.4368024688384029
7397,966,4639,1,0.45280500550779534
7398,3484,3371,1,0.44560353564420174
7399,5343,2491,1,0.4924044614485946
7400,5459,2688,1,0.4823708713954672
7401,5459,192,1,0.4933332801426312
7402,5459,1251,1,0.4721036415935463
7403,5459,61,1,0.4488261555914929
7404,5459,3487,1,0.45516884024967463
7405,5459,1954,1,0.4560809743756891
7406,5459,2187,1,0.492839222635005
7407,7018,4048,1,0.5919724647397451
7408,6275,2687,1,0.5418449011613268
7409,6275,4123,1,0.5525464760065117
7410,2836,2545,1,0.46228579371713185
7411,3902,203,1,0.598325199740269
7412,4840,2591,1,0.5618386197371994
7413,780,1537,1,0.4746285622709537
7414,3578,4465,1,0.4989608087259428
7415,3578,3075,1,0.46422449481873623
7416,3578,4485,1,0.46697338535425614
7417,3578,1260,1,0.5025236351079707
7418,1633,1025,1,0.4550524532392361
7419,6867,3347,1,0.489312928276525
7420,7340,2981,1,0.4467008074388446
7421,3892,563,1,0.5060919195026509
7422,3406,3851,1,0.4441310575955793
7423,3406,3890,1,0.4689963488850831
7424,829,453,1,0.44945153420581313
7425,3178,4123,1,0.5813265876616274
7426,1746,4098,1,0.4861593914188574
7427,1746,2440,1,0.572876201177988
7428,7165,609,1,0.5895152822276155
7429,3960,634,1,0.7004387804239707
7430,2490,3339,1,0.5615333748417902
7431,7071,1080,1,0.4843955443350032
7432,7071,1142,1,0.4714269569028771
7433,7071,3475,1,0.4650736141760129
7434,7071,3499,1,0.4627581560254377
7435,7071,2021,1,0.4441726973161
7436,3640,4309,1,0.42220428406947585
7437,1974,2254,1,0.5035893105712649
7438,1974,4073,1,0.4750713181585679
7439,1974,4223,1,0.48997884409235026
7440,1974,844,1,0.49489645105842023
7441,1974,984,1,0.49670264381348694
7442,3491,2551,1,0.4820696920677812
7443,3491,581,1,0.5699489015730775
7444,6451,203,1,0.6116266401424888
7445,7015,1147,1,0.5040223495487218
7446,7015,2969,1,0.5286848829790493
7447,7122,3779,1,0.45605152659091364
7448,7122,4614,1,0.4484588670876605
7449,1475,4543,1,0.46361234746441277
7450,5638,2034,1,0.48454013584101085
7451,5638,3259,1,0.5061102695659974
7452,7215,3055,1,0.4539031434989529
7453,397,943,1,0.48778463941518574
7454,397,437,1,0.4752456722169839
7455,1438,2645,1,0.469229456559212
7456,4563,4423,1,0.4543280260994932
7457,7020,2418,1,0.4578555602671446
7458,7020,2891,1,0.4474333224859836
7459,6138,1216,1,0.4830083392776631
7460,5132,8,1,0.4751913689951057
7461,6191,3678,1,0.45808295929664333
7462,5553,3592,1,0.5107443810076603
7463,5553,1659,1,0.48305855268616504
7464,5553,1899,1,0.4802473970185199
7465,5553,3324,1,0.5087881836397481
7466,5553,3882,1,0.49069648943737054
7467,5553,1000,1,0.46746182496016353
7468,5553,494,1,0.4609886446137682
7469,5553,4548,1,0.49917319367864527
7470,5553,2690,1,0.4988433430279438
7471,2008,3889,1,0.46095567040272534
7472,2008,2595,1,0.46122167343450665
7473,2008,1305,1,0.46178044719009587
7474,6647,2038,1,0.49555171949639026
7475,6647,1875,1,0.45904470991917756
7476,6647,3311,1,0.4914907261387955
7477,6647,3771,1,0.4425554823229605
7478,6647,481,1,0.4747507106870207
7479,6647,530,1,0.46621855884563634
7480,6647,2087,1,0.4572218836669732
7481,6647,3800,1,0.5137594117592035
7482,3162,2485,1,0.47072708951023384
7483,3162,226,1,0.4635641614930522
7484,3162,743,1,0.49016095760739736
7485,3162,4278,1,0.4774471668821162
7486,3438,4376,1,0.46570838340388615
7487,2682,2012,1,0.5685171564552511
7488,567,2567,1,0.48854405845341214
7489,7326,3422,1,0.48657914841552574
7490,2211,1119,1,0.46420711785881685
7491,2211,3037,1,0.45995607463904153
7492,7065,2959,1,0.5048225216341873
7493,7065,4600,1,0.4910381062447838
7494,7065,3867,1,0.5019653157131244
7495,7065,2833,1,0.460961062183749
7496,1639,1863,1,0.5273574994891657
7497,1639,101,1,0.5412760046312687
7498,1639,2986,1,0.5018278485139345
7499,1639,1312,1,0.5597366615856414
7500,1639,4121,1,0.4706311990999763
7501,1639,363,1,0.5149220131023712
7502,1639,2364,1,0.508505044654294
7503,1639,2186,1,0.5202544281175311
7504,1639,1953,1,0.4975279179073499
7505,1639,760,1,0.4809642505306537
7506,1639,1396,1,0.5346605009217056
7507,3203,4329,1,0.45470719359869505
7508,3644,634,1,0.7165821135641424
7509,3631,4382,1,0.5519977102943631
7510,376,2661,1,0.7562855044314525
7511,376,2212,1,0.6550877925861305
7512,2645,4244,1,0.47304276516041943
7513,7316,1637,1,0.44568939274516883
7514,7316,4146,1,0.46899969286742405
7515,7316,4742,1,0.5083524092510812
7516,1755,106,1,0.467258290241964
7517,2296,273,1,0.4494965041340463
7518,2296,3589,1,0.47408422748933526
7519,4394,3852,1,0.47496491570413274
7520,5772,1148,1,0.6599935157705046
7521,3628,2595,1,0.45013245734192137
7522,3467,462,1,0.42664526951941895
7523,3467,2591,1,0.5218342058148552
7524,5324,1838,1,0.7248644397005191
7525,4899,4159,1,0.4938062390324609
7526,4130,4212,1,0.5166919267786353
7527,4130,3622,1,0.43347302858043607
7528,6051,1336,1,0.5049620596938476
7529,6051,2591,1,0.6429763768334054
7530,2595,3339,1,0.7773260536341359
7531,2595,1264,1,0.6025143981424004
7532,2595,3900,1,0.7284437263184729
7533,6443,2012,1,0.5525178571073761
7534,5487,513,1,0.47219986934390423
7535,4313,1512,1,0.5753330618687384
7536,4334,3183,1,0.45495999774254015
7537,5933,714,1,0.4703732675802157
7538,661,773,1,0.4956241378378533
7539,661,550,1,0.4893845513002662
7540,7312,1957,1,0.464734882548998
7541,7312,4034,1,0.4833372403572834
7542,655,2557,1,0.4607699340269584
7543,7184,634,1,0.6680858784809489
7544,7184,784,1,0.5521520937545499
7545,1768,63,1,0.4788403225729193
7546,365,2012,1,0.5861301963407497
7547,4400,2254,1,0.4883576287146943
7548,3530,4575,1,0.45020483561711483
7549,3530,914,1,0.4557954350553673
7550,3530,2530,1,0.44036242598623204
7551,3530,4505,1,0.453275265526477
7552,573,999,1,0.45647294346865447
7553,5330,556,1,0.4759793416966621
7554,5330,1502,1,0.4587268832262072
7555,3933,2440,1,0.6083417747140859
7556,3933,627,1,0.4622180536098731
7557,3933,3635,1,0.5266777505649566
7558,3933,2289,1,0.5126028949810298
7559,3933,2767,1,0.5277203482499647
7560,3933,53,1,0.5215690104331856
7561,3933,2728,1,0.5171022648245033
7562,3933,1742,1,0.5086102322543383
7563,1336,4030,1,0.5029240905157272
7564,1336,695,1,0.5125034553027824
7565,1336,4546,1,0.49187021920876206
7566,1336,3842,1,0.754062633415298
7567,1336,3660,1,0.7388182878546639
