,DrugBankIDLabel,UniProtIDLabel,Interaction,Predicted interaction
29094,1195,4489,0,0.489283616892483
29095,2882,23,0,0.4721969776900139
29096,3210,2118,0,0.7352518084588511
29097,4605,2227,0,0.4519031355709852
29098,4214,4396,0,0.45330696340130094
29099,992,1477,0,0.4444367439570098
29100,5705,3294,0,0.4777392551266608
29101,471,3557,0,0.42065597620655804
29102,5192,152,0,0.5589898332139153
29103,4920,1540,0,0.44242975355868414
29104,7356,4164,0,0.45006550282787
29105,1522,1800,0,0.48814064633119747
29106,5477,3366,0,0.452492708308766
29107,188,2336,0,0.4506014346816233
29108,6012,2205,0,0.453174358756579
29109,4600,2019,0,0.4542167950713615
29110,4895,385,0,0.46792356946205044
29111,4633,3042,0,0.44910050340552954
29112,3367,1783,0,0.4397684010902299
29113,6086,4129,0,0.455911856819862
29114,3542,957,0,0.45346807383958215
29115,2761,1455,0,0.4594521891019523
29116,5705,3395,0,0.46114532516524553
29117,1801,1138,0,0.44728884381174494
29118,731,1983,0,0.4611466018744754
29119,6812,1884,0,0.4799073783458489
29120,4598,2313,0,0.43399560107204144
29121,6675,3826,0,0.44799511339835857
29122,7255,639,0,0.4276925283857933
29123,990,108,0,0.4871361108316445
29124,4342,1863,0,0.4749478828316612
29125,595,2751,0,0.4516397361735222
29126,2959,3858,0,0.45617099810708234
29127,5274,3666,0,0.479806129328122
29128,2389,1929,0,0.45826166318389167
29129,4932,4032,0,0.4693275923983771
29130,2099,4648,0,0.4734651805218591
29131,6081,2257,0,0.4653443717813247
29132,183,3802,0,0.45712791800072405
29133,2831,312,0,0.4248396381060899
29134,4767,4751,0,0.4738195437467924
29135,468,3849,0,0.4489296342562402
29136,5093,4486,0,0.44132299741228354
29137,2449,2854,0,0.481630590943807
29138,4057,2662,0,0.4499453893360345
29139,2442,763,0,0.48006258260654
29140,4452,2578,0,0.4533218301900934
29141,2896,3287,0,0.4862401627700808
29142,4108,574,0,0.45206702977211777
29143,801,1403,0,0.5369018302762651
29144,4674,3756,0,0.449454901355104
29145,4401,2784,0,0.45222467836784386
29146,5920,2990,0,0.45533513100742273
29147,6444,3031,0,0.44178892330762626
29148,1047,3606,0,0.45802219447959613
29149,299,33,0,0.45830661400132655
29150,3783,464,0,0.7241185097492032
29151,1259,3637,0,0.41955628355218627
29152,1131,4474,0,0.4523490472405013
29153,569,3764,0,0.450944244833189
29154,323,1759,0,0.447644969818507
29155,2922,1794,0,0.43631131103759657
29156,5631,1596,0,0.457947999449836
29157,2454,3727,0,0.45322627267419385
29158,3198,1130,0,0.46139311469800437
29159,1963,4761,0,0.46360093780005807
29160,4056,4064,0,0.44615408896240316
29161,6724,1827,0,0.451033834277019
29162,905,2233,0,0.4513883259200551
29163,370,4720,0,0.4466299869673915
29164,2527,4633,0,0.4373358263370451
29165,5458,2153,0,0.46212391241638084
29166,3654,2542,0,0.44370686103238255
29167,439,4093,0,0.43126100924551763
29168,1900,2004,0,0.4382199126157382
29169,1569,1404,0,0.46593884163278204
29170,7332,4326,0,0.46080125770086927
29171,3701,2165,0,0.449554220375474
29172,5467,4374,0,0.47728879114366474
29173,6411,198,0,0.4560595544206302
29174,292,840,0,0.4527794137914626
29175,4526,4694,0,0.42645970971812547
29176,4622,4227,0,0.4349547180829017
29177,6318,4709,0,0.48353552228170005
29178,2618,579,0,0.43778240463436324
29179,4027,3854,0,0.4411578020609697
29180,3012,2253,0,0.46995656652972373
29181,1981,2943,0,0.4416685621952073
29182,5649,514,0,0.4570933984972943
29183,3484,1591,0,0.46220618683657694
29184,910,2709,0,0.4510954435815495
29185,7270,795,0,0.4538615997892089
29186,3949,508,0,0.4476184514947991
29187,1714,4021,0,0.6646437257382962
29188,156,3482,0,0.46291041575825803
29189,4568,3684,0,0.45789767051531444
29190,6651,3906,0,0.47843525199397585
29191,5403,1979,0,0.447594499232302
29192,6929,1501,0,0.455467276054392
29193,3409,4717,0,0.46371365416018856
29194,4691,643,0,0.4499732905486856
29195,800,2837,0,0.47841933114846713
29196,740,3337,0,0.45297631879868994
29197,6485,1991,0,0.4364315341188753
29198,6916,4376,0,0.5044216219663383
29199,4429,1553,0,0.45086815686983905
29200,6070,4658,0,0.4519203877019423
29201,6619,980,0,0.4527180613400418
29202,5323,649,0,0.513339852762805
29203,4889,1757,0,0.4468266847682169
29204,7098,783,0,0.45731073831594776
29205,504,1541,0,0.44952337458443087
29206,4148,3887,0,0.44411185814782145
29207,4830,210,0,0.43358068489926976
29208,7272,2319,0,0.43337511665562906
29209,3852,1555,0,0.43083961900305234
29210,853,2933,0,0.47393302240128776
29211,5454,4702,0,0.44579965617338263
29212,1755,2633,0,0.45939215841680126
29213,3558,2975,0,0.4657190854398
29214,1216,3681,0,0.4308021630905029
29215,773,174,0,0.4970500843400764
29216,102,4609,0,0.4867592991921915
29217,5955,415,0,0.5470909684940556
29218,6395,3199,0,0.44173732674037836
29219,4499,3232,0,0.45415656416389943
29220,3340,3558,0,0.4392230029376616
29221,20,3194,0,0.4940390268719127
29222,3039,4502,0,0.48092846113777754
29223,6125,2120,0,0.4748059418643061
29224,7086,1106,0,0.5229985747150361
29225,6208,2470,0,0.4668300951833399
29226,5507,4757,0,0.45047190126047565
29227,2001,638,0,0.46419379502718766
29228,6882,3817,0,0.4689075551888464
29229,2165,4475,0,0.45623228913691616
29230,5207,1318,0,0.53138917518783
29231,6879,1131,0,0.5248151259191961
29232,4805,1105,0,0.4826108719948461
29233,6079,107,0,0.45409038532711377
29234,1939,2501,0,0.432396301235328
29235,5411,2411,0,0.518069377843644
29236,3406,2729,0,0.4570661376730198
29237,798,3032,0,0.459249086645914
29238,3062,1687,0,0.46794482066090803
29239,4216,3675,0,0.43410511217053205
29240,3210,3569,0,0.4491160135368213
29241,2203,1724,0,0.45939739375507094
29242,2317,1187,0,0.4458433811249081
29243,6148,1635,0,0.45607198801275656
29244,2537,4069,0,0.4393638585906922
29245,3826,1663,0,0.45124738524393804
29246,4968,1348,0,0.448825057936319
29247,2559,3703,0,0.47799589888644334
29248,5312,2563,0,0.4373827669049761
29249,5578,1454,0,0.4666751050180859
29250,504,749,0,0.4430915626089716
29251,760,886,0,0.45492623620568284
29252,248,4310,0,0.46015971051106996
29253,3428,3390,0,0.4579419571558004
29254,720,2826,0,0.437473904750164
29255,4299,1937,0,0.46326526698456605
29256,1734,1730,0,0.5196995777956223
29257,5654,4615,0,0.43353837869890355
29258,6029,2562,0,0.44716434680284495
29259,2118,1549,0,0.44634302074053894
29260,2210,1206,0,0.45740382432209326
29261,6859,813,0,0.4754529555426749
29262,864,2758,0,0.4939925649359141
29263,6124,978,0,0.46376039710311856
29264,868,3691,0,0.4581555414970464
29265,3831,246,0,0.48528903224036446
29266,342,2298,0,0.4191177561630487
29267,4509,810,0,0.43623873184402945
29268,6795,3965,0,0.4497134907521873
29269,5478,566,0,0.42260182134766094
29270,1353,1057,0,0.47266975460111893
29271,2620,1466,0,0.4710981062766204
29272,772,3250,0,0.47842508989892973
29273,3551,3602,0,0.4679696306388217
29274,1067,2412,0,0.45665318908449976
29275,5478,4701,0,0.43695405624315803
29276,6975,1226,0,0.4476555866342054
29277,6669,4695,0,0.46412505083722544
29278,4775,4509,0,0.4711543676569372
29279,3454,3819,0,0.4852391469969739
29280,6745,1327,0,0.45681136075956275
29281,1849,4281,0,0.45215719822969924
29282,6432,4290,0,0.44109255993571506
29283,984,2178,0,0.44856628782629987
29284,169,1836,0,0.41940321243096546
29285,880,4366,0,0.44735936363352946
29286,4664,453,0,0.43914966334656025
29287,6950,3025,0,0.44818802073880537
29288,3857,1336,0,0.4712691654473416
29289,7202,2382,0,0.444909335064331
29290,6943,3427,0,0.45394944415684296
29291,2767,4722,0,0.4520205104769429
29292,2055,2424,0,0.4482792789254099
29293,7133,2078,0,0.4606037070821853
29294,7071,4423,0,0.4443702416599993
29295,2221,1357,0,0.4362390746774971
29296,5448,2674,0,0.4449354828011298
29297,5091,47,0,0.4450271127538202
29298,255,4416,0,0.4476750709951467
29299,3667,2925,0,0.445596881910219
29300,3280,4466,0,0.47534501439808285
29301,6789,2771,0,0.44484677188288096
29302,121,2814,0,0.4344387050198133
29303,4136,3583,0,0.4303216971387009
29304,3612,2313,0,0.45134877313858573
29305,4888,4526,0,0.4504958570266929
29306,3715,1260,0,0.47954993421076164
29307,7219,2383,0,0.4314783846207088
29308,37,3842,0,0.620488479762637
29309,3307,4104,0,0.45789417949410116
29310,4356,4351,0,0.4516521325287371
29311,389,1712,0,0.5130548863470146
29312,6626,3422,0,0.45005174964981376
29313,6361,1573,0,0.5178202074609143
29314,6539,4581,0,0.46954241476541736
29315,4203,4207,0,0.4304867540899233
29316,6219,231,0,0.4338222377115406
29317,1843,1990,0,0.4518603137761798
29318,4402,3345,0,0.459520839302964
29319,6563,4270,0,0.4481212657727274
29320,3653,4734,0,0.5023709314337729
29321,5989,3988,0,0.47991846739814686
29322,3293,1882,0,0.44594428559155547
29323,2525,1601,0,0.4729495124331533
29324,668,3952,0,0.46375807126877716
29325,1162,1258,0,0.4277145839851729
29326,4189,468,0,0.5037708969751066
29327,4931,2947,0,0.43007401405579254
29328,2767,2079,0,0.4592247083024339
29329,6527,4054,0,0.46735203337088277
29330,6132,3841,0,0.4938653534678529
29331,5056,3013,0,0.428804805225822
29332,3639,372,0,0.44917415777205694
29333,3727,2395,0,0.49089060560145803
29334,4795,2366,0,0.42796904968468275
29335,3784,196,0,0.4490074530757611
29336,2555,1252,0,0.44562458355622236
29337,391,1192,0,0.45860735139369274
29338,7083,3433,0,0.4544560799287031
29339,1366,1761,0,0.49987108850202966
29340,2114,3477,0,0.43559682532124694
29341,392,3984,0,0.45372781698750975
29342,6050,1634,0,0.49531105327245933
29343,3251,559,0,0.48232667678713514
29344,2648,1138,0,0.43977568633370967
29345,646,1372,0,0.4853326065208255
29346,3252,88,0,0.45680421518684117
29347,6901,1171,0,0.4659729496023431
29348,3006,3465,0,0.4319066611336893
29349,6942,3568,0,0.44536567264119475
29350,6039,3971,0,0.4525993848435437
29351,492,4208,0,0.4583093125967299
29352,3529,1022,0,0.47031957661162327
29353,3762,3936,0,0.44707186990634795
29354,2830,268,0,0.46098621118321054
29355,1674,1566,0,0.43621108680130233
29356,341,4385,0,0.4309084735655007
29357,637,1170,0,0.461994141609664
29358,1964,4102,0,0.43792680880804413
29359,3656,2978,0,0.4605861600899878
29360,1194,4459,0,0.4545504024338848
29361,1609,3615,0,0.45460814667407023
29362,2635,2170,0,0.4662361504001946
29363,4897,4058,0,0.46715699090699386
29364,6589,4065,0,0.5665609934589098
29365,5830,3214,0,0.5057770638873953
29366,2113,1014,0,0.4969663194153508
29367,1798,4413,0,0.4380436128289761
29368,1543,983,0,0.4160002041807969
29369,3530,4061,0,0.46147463426203983
29370,6391,1074,0,0.5717431551114623
29371,222,2705,0,0.4717564777025226
29372,3064,3357,0,0.42008562993012183
29373,3902,3664,0,0.45545549842954247
29374,734,681,0,0.45965965214475824
29375,1438,4196,0,0.4670221317309381
29376,5747,4140,0,0.4690088731471922
29377,7119,1776,0,0.47386109416032635
29378,6307,3538,0,0.42793299996443873
29379,6983,3197,0,0.4718770943968026
29380,5292,324,0,0.43243679523450823
29381,3000,1708,0,0.445631233309604
29382,269,1671,0,0.46416134067494075
29383,5276,2822,0,0.4657946983069106
29384,4456,263,0,0.4709286289206835
29385,4279,1308,0,0.46508710137747955
29386,6734,4224,0,0.44637630314788873
29387,1793,3138,0,0.47578185952233315
29388,4555,1425,0,0.47467461716313997
29389,7081,4083,0,0.4369386958635648
29390,6777,2730,0,0.482036881658731
29391,7256,1799,0,0.43405751001968734
29392,3662,2617,0,0.43811805072072196
29393,6645,325,0,0.46048475035139774
29394,2239,2499,0,0.4391412733901624
29395,575,1789,0,0.4509185642607009
29396,6660,4656,0,0.44563057280768714
29397,1433,4570,0,0.43727171143767996
29398,1158,3200,0,0.4465666188063396
29399,2039,2513,0,0.4886745013210589
29400,6906,1458,0,0.4601825352385039
29401,1216,4665,0,0.4490039601782451
29402,3851,1898,0,0.4593221791935588
29403,2601,4205,0,0.4390854481874841
29404,4197,1972,0,0.44537278585896495
29405,6955,982,0,0.44120816257771533
29406,5525,1885,0,0.5208148906384097
29407,7201,1626,0,0.4927412909677336
29408,4688,4677,0,0.45454203432596646
29409,2600,1546,0,0.43537448759879527
29410,5079,3136,0,0.4574201699968721
29411,2407,1582,0,0.5387342320844021
29412,4568,2300,0,0.4736830419509001
29413,3711,2643,0,0.4390232235517233
29414,941,724,0,0.43976144494162805
29415,5370,3957,0,0.503244057342862
29416,3289,278,0,0.4549752840873328
29417,2969,4335,0,0.45870463138348394
29418,3679,246,0,0.47973624051612646
29419,563,2027,0,0.44957379792780783
29420,4577,4671,0,0.4176452836358245
29421,4576,294,0,0.4308262106858028
29422,2545,1030,0,0.48454020894699373
29423,5629,3151,0,0.4633942105833233
29424,4630,2655,0,0.430306032895982
29425,2286,2012,0,0.5323423824249562
29426,828,148,0,0.44017010747430224
29427,4381,3474,0,0.4604505447563839
29428,156,560,0,0.45576757010130253
29429,7023,456,0,0.4520259026938344
29430,3894,2662,0,0.47976426157170105
29431,2903,1323,0,0.4389907261706646
29432,4978,3576,0,0.43403158658045154
29433,3357,2556,0,0.43071405453067163
29434,3141,476,0,0.43089770020011653
29435,7340,4025,0,0.4466103835067448
29436,6173,3194,0,0.48511175731743705
29437,7096,3262,0,0.4687347776753208
29438,3337,2018,0,0.45852389834834284
29439,2632,2482,0,0.4454441087838527
29440,4489,1369,0,0.46050738598714114
29441,6857,4512,0,0.46016184635808144
29442,832,649,0,0.43007206799189357
29443,3077,1663,0,0.48953333068056826
29444,595,1321,0,0.4375328311115094
29445,4144,736,0,0.48055717603673465
29446,1561,2129,0,0.46545715751709626
29447,6896,1452,0,0.440133595220154
29448,3564,4537,0,0.4559847775163355
29449,3768,1790,0,0.44937077731894287
29450,3693,448,0,0.45530997793742245
29451,4739,501,0,0.46879887404913706
29452,6032,1428,0,0.42721233004324594
29453,4930,561,0,0.4387131360403397
29454,2289,2746,0,0.46152095846812846
29455,3785,2081,0,0.4556778975619482
29456,2698,1317,0,0.4832087337953062
29457,4234,4139,0,0.4265519695693267
29458,6469,1633,0,0.42955043828581213
29459,908,2179,0,0.4813863939910644
29460,4528,3084,0,0.43901455049498234
29461,2376,340,0,0.45770584042269
29462,342,2206,0,0.4375236708058091
29463,6256,1988,0,0.4839869499008689
29464,613,1669,0,0.45200798962396543
29465,3896,1513,0,0.44214145154910867
29466,3725,4451,0,0.4464065616251426
29467,4147,4525,0,0.45837028713181327
29468,774,1721,0,0.4519182856692047
29469,4502,3641,0,0.43959338988097646
29470,5479,2005,0,0.4676542745393154
29471,998,1841,0,0.45393789998941825
29472,2015,1643,0,0.4445969153410201
29473,3447,2865,0,0.4207150013089923
29474,7193,3410,0,0.48477597550006457
29475,1119,1332,0,0.5077870949252358
29476,208,2926,0,0.45806696189746815
29477,860,3206,0,0.4667964536648056
29478,6606,2686,0,0.42760663688364675
29479,1595,1093,0,0.46080533318728945
29480,3538,2796,0,0.43589744978283856
29481,3429,2414,0,0.45613364417944974
29482,5816,1975,0,0.424120419503119
29483,6629,885,0,0.44348500727023626
29484,83,2562,0,0.44504774110584155
29485,3099,2450,0,0.5040697374125758
29486,3898,4595,0,0.44242701953445573
29487,549,2,0,0.424055988069468
29488,3079,396,0,0.4567572788595191
29489,5507,1753,0,0.4561323117587697
29490,4474,3620,0,0.4389984257906885
29491,2491,3061,0,0.43425517853164036
29492,3243,2706,0,0.4704037497938975
29493,2064,51,0,0.41869126354565744
29494,2311,4461,0,0.4523256972717961
29495,6202,2442,0,0.46167012258472434
29496,5552,3430,0,0.44315338117317227
29497,4834,2229,0,0.43155624527903513
29498,3192,2587,0,0.46697797136849883
29499,6245,3592,0,0.4923504602536542
29500,5302,4084,0,0.4377500427172635
29501,5230,3117,0,0.43545779400477497
29502,1986,841,0,0.4804171403460415
29503,1347,3534,0,0.4415388798526752
29504,6445,2840,0,0.48036427078539895
29505,5928,1677,0,0.4446613116315389
29506,1394,1641,0,0.4274298364462079
29507,330,3445,0,0.5031653121676021
29508,5714,1163,0,0.44989592869654577
29509,3746,4330,0,0.49586947046493074
29510,6452,1427,0,0.44915213189657105
29511,510,468,0,0.4633207841550289
29512,840,1432,0,0.48496969544571994
29513,345,2003,0,0.4539145505435835
29514,4385,1064,0,0.44371089269181846
29515,4165,2991,0,0.4744764087782243
29516,2964,2925,0,0.4548350136665923
29517,3253,1420,0,0.44703747110903747
29518,2186,2951,0,0.4414158015953481
29519,863,3148,0,0.43734791518437177
29520,2786,4119,0,0.4547202959399428
29521,4128,875,0,0.47918615656103203
29522,2812,3531,0,0.45387185666057184
29523,726,4754,0,0.45280099681887326
29524,2239,4436,0,0.4331504282433191
29525,3369,738,0,0.43906110483014443
29526,6099,2444,0,0.4631228775635582
29527,6437,3557,0,0.42044493235947905
29528,1833,4693,0,0.45396631406529137
29529,4430,1620,0,0.4617744475505445
29530,6865,1609,0,0.46033008864043096
29531,166,712,0,0.4336677013937186
29532,5262,2916,0,0.46496999800087696
29533,1386,3754,0,0.43449478384815954
29534,1637,364,0,0.4605261187424305
29535,5004,3184,0,0.4239628140163951
29536,2831,340,0,0.46998452130840823
29537,3381,1160,0,0.4370764388627671
29538,5148,1398,0,0.44373168014990133
29539,3388,4037,0,0.4818898756341885
29540,3150,1364,0,0.4708663113304767
29541,98,4003,0,0.47604733154070167
29542,445,1324,0,0.4427048217742109
29543,4552,3975,0,0.46672579807807324
29544,4696,2303,0,0.5132295316247418
29545,3644,236,0,0.4546106221297247
29546,4756,1191,0,0.5015673361210466
29547,3608,4369,0,0.44673626388269044
29548,868,4379,0,0.4489887278173861
29549,6591,4712,0,0.4676060528383373
29550,455,4323,0,0.47150633203145986
29551,697,1335,0,0.46171665453595895
29552,6213,3607,0,0.472787912085467
29553,1205,2662,0,0.45851400948308796
29554,4068,2994,0,0.4559727143491892
29555,3831,2436,0,0.4540570397522697
29556,3618,3178,0,0.42771804258548896
29557,970,1938,0,0.4541503035065662
29558,2075,3370,0,0.4745953700898865
29559,1634,3321,0,0.44989528219820796
29560,6837,429,0,0.4204447155142543
29561,4840,2225,0,0.44082290017126363
29562,2943,487,0,0.4615806275949571
29563,5249,3127,0,0.4650670999423485
29564,4179,560,0,0.4465090542395038
29565,3551,4224,0,0.44307071515055024
29566,5748,3567,0,0.4849666096600965
29567,5262,2497,0,0.444125718719214
29568,4820,1645,0,0.4441287380227491
29569,4182,1237,0,0.45089279420742506
29570,3838,1039,0,0.4405766184010174
29571,661,3412,0,0.4440778938136317
29572,697,151,0,0.42815013110098626
29573,2363,2031,0,0.44489483524033296
29574,1493,2781,0,0.4471401222581838
29575,6160,2394,0,0.4410096225495451
29576,3906,2958,0,0.44496196515002306
29577,5351,3149,0,0.43308006559321655
29578,3929,2831,0,0.4543945608647983
29579,1936,4123,0,0.531155107058554
29580,1197,558,0,0.4576965868335258
29581,225,2114,0,0.45660501838299206
29582,1208,3173,0,0.48308268556139417
29583,5550,1112,0,0.44034358489789227
29584,1384,3908,0,0.45163116044106977
29585,2679,2924,0,0.44254682273437396
29586,256,3087,0,0.4649435308907021
29587,3453,2874,0,0.4708115808098741
29588,4980,3824,0,0.4621868456306808
29589,3238,2334,0,0.46232679408562327
29590,3565,225,0,0.4324825457671832
29591,2355,930,0,0.42870000972624284
29592,6737,3254,0,0.5184305868193226
29593,1691,2965,0,0.4685992424763192
29594,3500,3753,0,0.45149018613710534
29595,3003,3558,0,0.4367534813466879
29596,26,1369,0,0.44760456837604806
29597,2704,1192,0,0.4575799263299877
29598,5492,2691,0,0.455791607618643
29599,3272,2844,0,0.48074389845792437
29600,6731,1601,0,0.43537911273085017
29601,3526,167,0,0.4701668676696285
29602,5433,1019,0,0.4402914023423779
29603,435,3730,0,0.45407211232412015
29604,5916,2120,0,0.4614494528201253
29605,4689,35,0,0.45960625731554267
29606,3141,1909,0,0.457609288821309
29607,3707,954,0,0.47618843492178675
29608,7247,3746,0,0.43650501872187025
29609,89,4062,0,0.42702106382584853
29610,4619,188,0,0.4547871259184999
29611,5817,198,0,0.4525971554917673
29612,2706,2637,0,0.4578515756805759
29613,4679,2641,0,0.48604356380745506
29614,72,416,0,0.45000300776470525
29615,1594,3665,0,0.4568948272226738
29616,2334,1252,0,0.4349342103450872
29617,5738,4668,0,0.5903797406981053
29618,1971,83,0,0.45377350318959764
29619,5106,2996,0,0.4635935757092989
29620,7271,1186,0,0.4397568698107712
29621,5735,4548,0,0.4585795563945247
29622,2185,4230,0,0.47293017888682176
29623,2665,4529,0,0.43175076651737404
29624,4134,3806,0,0.5214563576047798
29625,1883,2308,0,0.4487927709358149
29626,2603,2692,0,0.4769150928781444
29627,4970,4461,0,0.46404431170311244
29628,2936,3434,0,0.4497511905868113
29629,5076,2352,0,0.4623579558307435
29630,1504,4121,0,0.44570701446330685
29631,4726,4629,0,0.46174579407150607
29632,4508,1186,0,0.45756939846470496
29633,6758,1528,0,0.44467961337894946
29634,1568,1590,0,0.5426891483389202
29635,2723,452,0,0.43169108962843816
29636,4000,2773,0,0.4561234685011801
29637,6718,4717,0,0.4503080129190923
29638,2695,1380,0,0.47421932474607087
29639,1099,2923,0,0.4670709489886886
29640,1695,569,0,0.434746525067859
29641,2829,453,0,0.5056589774826661
29642,6154,1734,0,0.45080315589552006
29643,6408,3676,0,0.46418054195871916
29644,7138,1055,0,0.44103730075449565
29645,1960,2342,0,0.47798700271736483
29646,6654,4089,0,0.5425008606011806
29647,426,1185,0,0.42376307942061525
29648,1367,1895,0,0.4738521021995661
29649,5446,1839,0,0.47702427084288274
29650,1084,4009,0,0.46938113228468864
29651,1870,1449,0,0.4554002244031159
29652,3606,995,0,0.45189641217296905
29653,6848,4352,0,0.46535032694684164
29654,4562,1106,0,0.517113232367287
29655,3580,4285,0,0.48053378605685193
29656,2235,1163,0,0.43570829348168516
29657,3464,950,0,0.45758984050116863
29658,1773,1095,0,0.45157394153944475
29659,773,4435,0,0.522719257092744
29660,855,1960,0,0.4429636920941081
29661,2245,1422,0,0.4490502723190325
29662,1331,414,0,0.45036388229991486
29663,4256,2684,0,0.47595821902992935
29664,6588,287,0,0.4989358874122237
29665,5708,2061,0,0.42851881738497477
29666,6237,2392,0,0.4469746083511169
29667,3286,188,0,0.47023740010108367
29668,5446,807,0,0.4458464517901455
29669,1117,1259,0,0.4399265633095677
29670,4974,4076,0,0.4883907365141943
29671,4577,4595,0,0.4442680784875274
29672,6632,393,0,0.5193871360633493
29673,6113,4318,0,0.4338028782108208
29674,1649,860,0,0.43856589116103756
29675,6249,1819,0,0.4591430279802417
29676,761,423,0,0.48235535062577556
29677,3983,4354,0,0.5065388001722063
29678,3638,131,0,0.45100672246412354
29679,1038,1814,0,0.45594404606750516
29680,4303,1214,0,0.4569585711761367
29681,1625,4157,0,0.4639957244079905
29682,6732,1523,0,0.44937553543291797
29683,472,3839,0,0.47258637469228704
29684,1016,360,0,0.4336898011155046
29685,2816,536,0,0.4436831548824157
29686,7323,3922,0,0.46873125156764067
29687,5223,3883,0,0.47596663887457846
29688,5682,1996,0,0.43688076997367037
29689,2922,716,0,0.43921376415854924
29690,5592,1661,0,0.45604412796149874
29691,3011,872,0,0.42981511602586525
29692,6580,1949,0,0.4282550365285573
29693,7166,3883,0,0.44262609289145094
29694,4507,2726,0,0.4426573505236686
29695,6145,4072,0,0.450274158219141
29696,6314,3551,0,0.5104992653580125
29697,864,3494,0,0.5623068760919645
29698,5261,1009,0,0.4609969765476344
29699,3982,2407,0,0.4566161393938091
29700,1038,1106,0,0.4628110586075299
29701,3170,2244,0,0.4733213376076094
29702,2262,213,0,0.4778015908574387
29703,1760,3422,0,0.4357485041520367
29704,6473,1724,0,0.45476490312014967
29705,5581,3459,0,0.4751835202288763
29706,544,4028,0,0.4489662497087784
29707,3713,3702,0,0.4692384143290981
29708,3865,3718,0,0.465278007106396
29709,74,649,0,0.45933080571661195
29710,6841,754,0,0.45934830913149394
29711,3636,4131,0,0.460833723972985
29712,2462,3930,0,0.4740333568653561
29713,339,1921,0,0.4609253323989466
29714,3701,960,0,0.4638877341655446
29715,2187,2880,0,0.45015391159296225
29716,4535,2042,0,0.4947676901242508
29717,5549,3078,0,0.5012350854259583
29718,7110,19,0,0.4551254690821993
29719,6949,572,0,0.4778205065060938
29720,1970,2992,0,0.5043845633931271
29721,475,2322,0,0.47129945929656925
29722,6716,3672,0,0.5713272955347489
29723,915,1921,0,0.44073172289321494
29724,2215,490,0,0.4584376557605352
29725,2401,2539,0,0.4382628121322697
29726,1388,578,0,0.4432395895521579
29727,463,42,0,0.4366537788021669
29728,2083,3470,0,0.4206216643474667
29729,2651,3007,0,0.43719139023966863
29730,1391,3712,0,0.4271164423323054
29731,6530,3326,0,0.45531994516124646
29732,5367,814,0,0.4280006985474238
29733,4107,2697,0,0.4599850172685104
29734,6697,2541,0,0.43495126446805965
29735,3027,1975,0,0.44027983576057106
29736,508,3514,0,0.44092090593935324
29737,6392,243,0,0.4496303519318263
29738,1785,939,0,0.45191311580963556
29739,3688,4266,0,0.47905148419612603
29740,1138,2670,0,0.46439303200819165
29741,413,1988,0,0.46743854795534984
29742,2877,2683,0,0.46689506744337844
29743,313,4345,0,0.4584963086047979
29744,7200,3644,0,0.4447552622406047
29745,622,416,0,0.4569483254198298
29746,5636,2196,0,0.44987813837238916
29747,1493,2365,0,0.44709265155945366
29748,4959,2185,0,0.44158471210041617
29749,6365,1356,0,0.49701674960678366
29750,5714,279,0,0.447122136979675
29751,839,1216,0,0.4987735546509986
29752,2656,3457,0,0.4461699232023703
29753,4821,2807,0,0.42873949985598336
29754,3828,2380,0,0.44187788002970824
29755,5662,2989,0,0.43968509069267353
29756,2287,85,0,0.4535206001207599
29757,4889,1236,0,0.4461529608593641
29758,5736,147,0,0.4475207182204442
29759,7187,2418,0,0.46546087032558575
29760,227,608,0,0.47507961789769226
29761,2725,3865,0,0.44576402742010146
29762,6154,2620,0,0.4554129238030768
29763,4778,2376,0,0.4726760864380751
29764,6513,870,0,0.476577728290248
29765,2507,2058,0,0.4760170331082817
29766,2899,2687,0,0.5701055302507341
29767,5395,3910,0,0.488703614542264
29768,2529,2029,0,0.488234998194512
29769,2150,710,0,0.4482729772482461
29770,2285,198,0,0.48607247739448
29771,565,189,0,0.46015616375725904
29772,5277,257,0,0.4938138100154704
29773,1342,3614,0,0.4464312764824807
29774,4528,813,0,0.4590797317228632
29775,6653,303,0,0.4709700566754149
29776,381,4468,0,0.4513019233385409
29777,3058,1133,0,0.4770589734192832
29778,535,3837,0,0.4166215039582165
29779,1404,3673,0,0.4334661605896576
29780,2,2966,0,0.458909458007112
29781,144,1882,0,0.43897637046397764
29782,7150,2989,0,0.45494561816905144
29783,374,946,0,0.4671825511599084
29784,5972,2350,0,0.4538360973736004
29785,1195,1198,0,0.44159174456215716
29786,6459,3030,0,0.49515948544133653
29787,5903,3127,0,0.47361823693505695
29788,545,4397,0,0.4503930561468933
29789,4874,2121,0,0.4682071898971288
29790,5217,2674,0,0.44916459489297844
29791,1610,2385,0,0.4533477495356213
29792,6661,2381,0,0.44003364085681484
29793,3104,1482,0,0.5227108642212576
29794,2836,921,0,0.4522041131099663
29795,4851,4463,0,0.46639855893241466
29796,4362,203,0,0.5422817300376042
29797,4645,3837,0,0.4234477615257006
29798,1098,3055,0,0.45601735623115625
29799,5129,3637,0,0.47388089407569234
29800,1720,2678,0,0.4456329906277563
29801,2385,3217,0,0.44161961264946953
29802,2478,1918,0,0.4837412828550603
29803,4679,4409,0,0.46720339901157665
29804,1794,669,0,0.4699105464703008
29805,1146,1529,0,0.47156778957242446
29806,6839,480,0,0.4827937127128905
