DrugBankIDLabel,UniProtIDLabel,Interaction
3134,3901,1
3134,4160,1
3134,1636,1
3134,1301,1
1312,1507,1
1312,193,1
1312,2860,1
1312,2188,1
554,1261,1
2038,4018,1
5578,656,1
4985,611,1
4476,3031,1
2831,1939,1
2831,2586,1
2831,1235,1
2831,3529,1
2831,1383,1
2831,477,1
2831,3055,1
5118,2541,1
5118,1998,1
2581,2255,1
4112,3738,1
5744,1435,1
7343,656,1
2959,635,1
2959,1299,1
2959,785,1
5088,61,1
7197,3791,1
7197,4131,1
7197,4218,1
7197,1074,1
7197,1339,1
7197,3947,1
1616,2620,1
3081,240,1
5707,2592,1
6686,3054,1
3956,4049,1
2150,2728,1
2991,2765,1
6397,635,1
3707,1166,1
6556,635,1
4577,3532,1
958,4466,1
958,3189,1
958,367,1
958,2612,1
958,3498,1
3143,635,1
1364,530,1
3486,27,1
1260,1931,1
3854,841,1
3854,3664,1
3854,3732,1
3854,665,1
3854,2983,1
3854,4222,1
3854,762,1
3854,2787,1
3854,4576,1
3854,3346,1
3854,2887,1
3854,3083,1
3854,2541,1
3854,1875,1
3854,1989,1
3854,915,1
3854,3405,1
3854,2940,1
3854,1474,1
3854,3764,1
3854,3952,1
3854,3036,1
3854,1042,1
3854,448,1
3854,593,1
3854,2531,1
3854,1823,1
3854,3753,1
3854,3254,1
3854,1805,1
3854,4506,1
3854,2638,1
3854,3028,1
3854,1557,1
3854,437,1
3854,3665,1
4743,1543,1
2292,1107,1
5363,4272,1
7158,271,1
2207,1429,1
3173,2507,1
497,3010,1
4711,454,1
6462,433,1
1304,1536,1
6008,1555,1
4490,4526,1
4490,2656,1
4490,1299,1
4458,635,1
4458,1299,1
4241,849,1
1954,635,1
5770,2426,1
5894,861,1
5849,2053,1
3397,1321,1
3471,2623,1
2790,981,1
1763,64,1
2176,2860,1
1927,1882,1
5131,3135,1
5131,3765,1
5131,2626,1
5131,1566,1
959,4495,1
5940,27,1
7240,4498,1
7240,2690,1
7240,3441,1
5968,1778,1
5968,2568,1
5539,972,1
492,2255,1
6482,2760,1
4166,3264,1
4166,4179,1
4166,1762,1
4166,2244,1
1429,803,1
4866,2426,1
3757,3160,1
4304,976,1
4304,3968,1
3865,1885,1
3516,3847,1
3516,4720,1
5381,3675,1
4430,2728,1
1601,2101,1
1601,2290,1
1601,635,1
1601,462,1
169,2528,1
7030,3010,1
2623,1284,1
2982,4504,1
2982,1632,1
5154,1120,1
5154,3038,1
5732,2071,1
1368,1707,1
1368,763,1
1368,563,1
1368,2894,1
1368,4631,1
1368,1452,1
1368,3585,1
1368,2740,1
1368,3113,1
1368,4152,1
1368,582,1
1368,3126,1
5269,4367,1
5269,3834,1
3457,2304,1
767,2221,1
967,4640,1
3485,3372,1
5344,2492,1
5460,2689,1
5460,193,1
5460,1252,1
5460,62,1
5460,3488,1
5460,1955,1
5460,2188,1
7019,4049,1
6276,2688,1
6276,4124,1
2837,2546,1
3903,204,1
4841,2592,1
781,1538,1
3579,4466,1
3579,3076,1
3579,4486,1
3579,1261,1
1634,1026,1
6868,3348,1
7341,2982,1
3893,564,1
3407,3852,1
3407,3891,1
830,454,1
3179,4124,1
1747,4099,1
1747,2441,1
7166,610,1
3961,635,1
2491,3340,1
7072,1081,1
7072,1143,1
7072,3476,1
7072,3500,1
7072,2022,1
3641,4310,1
1975,2255,1
1975,4074,1
1975,4224,1
1975,845,1
1975,985,1
3492,2552,1
3492,582,1
6452,204,1
7016,1148,1
7016,2970,1
7123,3780,1
7123,4615,1
1476,4544,1
5639,2035,1
5639,3260,1
7216,3056,1
398,944,1
398,438,1
1439,2646,1
4564,4424,1
7021,2419,1
7021,2892,1
6139,1217,1
5133,9,1
6192,3679,1
5554,3593,1
5554,1660,1
5554,1900,1
5554,3325,1
5554,3883,1
5554,1001,1
5554,495,1
5554,4549,1
5554,2691,1
2009,3890,1
2009,2596,1
2009,1306,1
6648,2039,1
6648,1876,1
6648,3312,1
6648,3772,1
6648,482,1
6648,531,1
6648,2088,1
6648,3801,1
3163,2486,1
3163,227,1
3163,744,1
3163,4279,1
3439,4377,1
2683,2013,1
568,2568,1
7327,3423,1
2212,1120,1
2212,3038,1
7066,2960,1
7066,4601,1
7066,3868,1
7066,2834,1
1640,1864,1
1640,102,1
1640,2987,1
1640,1313,1
1640,4122,1
1640,364,1
1640,2365,1
1640,2187,1
1640,1954,1
1640,761,1
1640,1397,1
3204,4330,1
3645,635,1
3632,4383,1
377,2662,1
377,2213,1
2646,4245,1
7317,1638,1
7317,4147,1
7317,4743,1
1756,107,1
2297,274,1
2297,3590,1
4395,3853,1
5773,1149,1
3629,2596,1
3468,463,1
3468,2592,1
5325,1839,1
4900,4160,1
4131,4213,1
4131,3623,1
6052,1337,1
6052,2592,1
2596,3340,1
2596,1265,1
2596,3901,1
6444,2013,1
5488,514,1
4314,1513,1
4335,3184,1
5934,715,1
662,774,1
662,551,1
7313,1958,1
7313,4035,1
656,2558,1
7185,635,1
7185,785,1
1769,64,1
366,2013,1
4401,2255,1
3531,4576,1
3531,915,1
3531,2531,1
3531,4506,1
574,1000,1
5331,557,1
5331,1503,1
3934,2441,1
3934,628,1
3934,3636,1
3934,2290,1
3934,2768,1
3934,54,1
3934,2729,1
3934,1743,1
1337,4031,1
1337,696,1
1337,4547,1
1337,3843,1
1337,3661,1
3566,141,1
4160,2708,1
483,2596,1
301,1436,1
3677,3873,1
2532,1362,1
5122,1263,1
7299,3285,1
7103,1004,1
2376,3357,1
2376,731,1
6684,554,1
5551,4066,1
3059,1292,1
276,3801,1
4631,4611,1
1442,1778,1
1442,1354,1
252,2954,1
440,1434,1
1608,832,1
4272,635,1
1351,2708,1
5471,2622,1
6091,2688,1
6091,27,1
6091,3413,1
6091,774,1
6091,4709,1
6091,4058,1
6091,755,1
6091,4428,1
6091,2595,1
6091,1465,1
6091,149,1
6091,95,1
6091,2356,1
6091,2246,1
6091,2016,1
6091,4292,1
6091,3855,1
6091,4572,1
6091,238,1
6091,797,1
6091,3352,1
6091,3805,1
6091,703,1
6091,2245,1
6091,155,1
6091,1546,1
6091,4204,1
6091,2473,1
6091,2387,1
6091,1070,1
6091,4760,1
6091,1990,1
6091,2321,1
6091,2508,1
6091,531,1
6091,439,1
6091,1587,1
6091,4450,1
6091,215,1
6091,2055,1
6091,3091,1
6091,1126,1
6091,4574,1
6091,2935,1
6091,2347,1
6091,3421,1
6091,582,1
6091,246,1
6091,4036,1
6091,3577,1
1487,2820,1
7137,3801,1
7137,664,1
5775,2013,1
5184,3010,1
7172,214,1
6507,2426,1
5881,656,1
1801,2180,1
6305,3010,1
7148,4179,1
7148,2244,1
4048,2280,1
4048,2259,1
4048,4740,1
4048,2551,1
4048,2841,1
1908,3294,1
1908,4121,1
1908,1233,1
1908,1190,1
1908,2878,1
1908,2885,1
1908,3041,1
1908,684,1
1908,2477,1
1908,3578,1
1908,3336,1
1908,2945,1
1908,4022,1
1908,82,1
1908,4164,1
1908,1999,1
1908,330,1
1908,771,1
1908,3746,1
1908,3445,1
1908,4451,1
1908,2559,1
1908,1496,1
2980,1292,1
2039,3357,1
2039,731,1
4996,4179,1
4996,2244,1
2094,2194,1
2094,4633,1
2094,2787,1
7300,582,1
1864,2159,1
1864,2013,1
1864,4504,1
6721,2937,1
6845,27,1
787,4284,1
787,1066,1
1739,1624,1
7164,3061,1
7164,3945,1
908,4208,1
3899,1287,1
2937,3563,1
3095,2004,1
6479,3822,1
6479,3792,1
6479,2486,1
6479,1378,1
6479,3039,1
6479,2047,1
6479,4037,1
6479,2023,1
6479,2811,1
6479,4692,1
6479,176,1
6479,3373,1
6479,750,1
6479,343,1
3534,3466,1
3534,1115,1
3534,3519,1
3534,4115,1
3534,462,1
4362,317,1
4362,1667,1
1314,785,1
5805,2787,1
3136,2492,1
76,1934,1
6442,3595,1
6310,3057,1
6310,2854,1
2349,2826,1
2635,3476,1
6451,1292,1
1263,1941,1
1263,2832,1
1263,202,1
1263,3645,1
1263,948,1
1263,68,1
1263,2305,1
1263,4730,1
1307,3010,1
5310,4584,1
7129,1388,1
3693,4566,1
5924,1664,1
5924,3930,1
5924,1888,1
5924,1536,1
5924,4495,1
5924,4424,1
5924,3780,1
5924,4615,1
5924,628,1
5924,4681,1
5924,3890,1
5924,2768,1
5924,1767,1
5924,2030,1
5924,4214,1
5924,3431,1
5924,4731,1
5924,4520,1
5924,2938,1
5924,594,1
5924,2520,1
5924,3667,1
5924,1740,1
5924,2552,1
5924,4302,1
5924,782,1
5924,2231,1
5924,508,1
5924,1311,1
5924,3526,1
5924,1725,1
5924,1898,1
5924,3624,1
5924,710,1
5924,3723,1
5924,1155,1
5924,1633,1
5924,2287,1
5924,2624,1
5924,529,1
5924,320,1
5924,1287,1
5924,4065,1
5924,24,1
5924,4319,1
7153,4512,1
1155,276,1
1155,4383,1
176,610,1
176,2688,1
176,4124,1
848,4729,1
6918,3357,1
6918,731,1
3176,1149,1
6554,2769,1
2620,4669,1
2620,204,1
2620,2177,1
2620,3236,1
2620,2873,1
2620,3593,1
2620,3211,1
2620,2481,1
2620,314,1
274,2689,1
1471,2592,1
4025,564,1
4025,2426,1
4025,1839,1
4025,3801,1
4025,1107,1
4025,1840,1
4025,2012,1
4025,4416,1
4025,3499,1
4025,3706,1
4025,1611,1
4025,3193,1
4025,4399,1
7269,4000,1
5873,4049,1
2275,3001,1
2275,1786,1
3146,521,1
310,918,1
4942,3648,1
4957,3289,1
3057,4669,1
810,4669,1
810,4142,1
2031,34,1
2031,2836,1
3428,2199,1
590,1106,1
590,802,1
590,3446,1
5055,2828,1
7291,2688,1
7291,4124,1
7326,479,1
1760,2036,1
7226,61,1
3476,1424,1
3476,494,1
1866,1348,1
1866,3907,1
1866,3380,1
1866,2693,1
1866,1298,1
1866,1145,1
2171,2592,1
2680,1227,1
5803,2704,1
4181,2849,1
4517,4512,1
4517,873,1
4517,1904,1
4517,698,1
160,3930,1
160,2768,1
160,4739,1
160,24,1
7239,1538,1
1330,3289,1
1330,1417,1
1331,2428,1
1525,4124,1
1525,610,1
1525,2688,1
3922,635,1
2796,2533,1
4082,3340,1
4005,4124,1
2828,276,1
6273,1120,1
2941,3462,1
2941,2426,1
2941,1810,1
2941,2436,1
2941,1839,1
2941,2606,1
2781,193,1
2781,812,1
2781,2661,1
1363,4200,1
1363,866,1
6287,1869,1
6287,4519,1
5054,3495,1
435,551,1
435,221,1
5703,3300,1
5703,317,1
5703,4463,1
5703,183,1
5703,3500,1
5703,2661,1
5703,1667,1
5703,3302,1
5703,1367,1
5703,209,1
5703,1878,1
1537,3941,1
5989,918,1
5989,1833,1
5989,609,1
739,4422,1
739,1563,1
4696,635,1
6031,4357,1
6363,913,1
2082,63,1
4597,2155,1
4597,1309,1
453,27,1
6910,276,1
5569,4049,1
2238,3619,1
2238,4709,1
2238,1261,1
270,4449,1
5141,3236,1
5141,451,1
5141,4229,1
6608,2688,1
6608,4124,1
355,902,1
355,2143,1
355,2393,1
355,1073,1
355,3784,1
355,3257,1
355,3228,1
355,2156,1
355,2850,1
355,2901,1
1707,2390,1
4530,4740,1
4530,4611,1
4951,635,1
6193,4736,1
5810,141,1
2538,635,1
2686,2728,1
3026,1732,1
2897,27,1
5155,99,1
5820,4586,1
7014,4383,1
3714,1839,1
3714,1014,1
1676,2014,1
5140,3236,1
2569,1513,1
148,3459,1
282,1886,1
5614,3948,1
1587,2411,1
1587,4631,1
1587,582,1
6375,4669,1
6761,2273,1
6931,4266,1
1855,3323,1
5265,810,1
5148,2061,1
706,41,1
4719,2468,1
6804,2006,1
6804,3320,1
6804,2476,1
193,3340,1
193,4484,1
1722,1682,1
4794,635,1
6127,913,1
7055,2970,1
5036,4475,1
5037,3462,1
5037,1839,1
5037,1810,1
5037,3872,1
5628,2715,1
6042,64,1
6042,4238,1
19,2255,1
19,4074,1
19,4224,1
19,845,1
19,985,1
3545,1607,1
2247,376,1
2247,2189,1
3614,1242,1
2975,3826,1
6687,4466,1
6947,1731,1
6947,578,1
5586,850,1
5586,440,1
704,1120,1
2378,2181,1
6630,390,1
6154,4018,1
6646,4669,1
784,3464,1
992,2144,1
992,4692,1
1134,3221,1
960,2568,1
555,2694,1
7144,850,1
7144,440,1
3620,1528,1
3925,4320,1
4440,4124,1
2293,4641,1
2293,2215,1
2293,4512,1
2293,4367,1
2293,1556,1
2293,4165,1
2293,3163,1
2293,4585,1
2293,1904,1
2293,866,1
3580,2688,1
954,854,1
3931,1143,1
499,33,1
4523,2468,1
6996,2972,1
6996,99,1
4210,3046,1
4210,930,1
5911,736,1
5911,1115,1
5911,3464,1
5911,377,1
5911,2737,1
5911,122,1
5911,787,1
5911,3356,1
5911,2266,1
5911,1238,1
5911,3148,1
5911,2932,1
5911,3679,1
6230,3362,1
6230,4029,1
6149,2708,1
5041,1123,1
5041,3338,1
187,2306,1
187,3154,1
2605,2768,1
4495,2124,1
5798,2023,1
4311,61,1
419,3786,1
4269,4099,1
7364,2101,1
2534,1132,1
1895,3157,1
6333,1555,1
1436,187,1
6060,3739,1
2757,2013,1
2757,4311,1
2757,2532,1
2757,782,1
2757,1238,1
2757,1859,1
2757,379,1
4716,2019,1
319,3797,1
2823,157,1
2823,3290,1
4102,2435,1
4102,4737,1
3159,1174,1
5640,2023,1
4568,3221,1
511,4559,1
1093,4601,1
1093,3868,1
2735,636,1
2735,2662,1
2698,1000,1
1684,3279,1
5087,4131,1
4105,3061,1
4105,3945,1
4447,850,1
6401,3010,1
1211,1058,1
1211,4376,1
1211,3927,1
1211,4140,1
1211,1900,1
1211,495,1
1211,491,1
2972,1839,1
7176,3340,1
1267,1120,1
3268,470,1
3268,1488,1
1727,893,1
1727,4240,1
4565,610,1
4565,4124,1
6402,696,1
6402,3102,1
5178,1075,1
5178,602,1
5178,1292,1
5178,2900,1
5178,1522,1
5178,392,1
3694,3459,1
2331,504,1
2331,1753,1
3639,1963,1
2074,2533,1
448,2100,1
448,889,1
1931,1035,1
557,3873,1
557,1044,1
557,3423,1
6889,27,1
1383,27,1
1308,4243,1
3924,494,1
2030,2928,1
4317,2101,1
4006,2834,1
369,2596,1
3047,2972,1
4098,4243,1
7301,1263,1
7301,3903,1
1669,2654,1
3283,610,1
3283,4124,1
3283,2997,1
5588,1278,1
5588,3143,1
5588,4556,1
2951,4696,1
2951,1114,1
2951,2599,1
3028,2870,1
3028,2562,1
101,3446,1
5281,2155,1
1483,4563,1
6392,802,1
442,3038,1
7262,1513,1
4113,4018,1
1659,1380,1
1659,3958,1
1659,2649,1
6716,4076,1
4758,4345,1
3949,972,1
3218,3853,1
3218,2533,1
3218,1430,1
3833,3440,1
3833,494,1
158,1719,1
1512,510,1
2197,4049,1
5653,2565,1
5653,2155,1
673,2566,1
673,4178,1
3915,4701,1
3915,2181,1
3915,149,1
3915,2135,1
3915,2367,1
5480,2948,1
5480,4155,1
5480,2037,1
86,774,1
86,2673,1
86,4252,1
86,1452,1
4803,1686,1
6051,1181,1
6051,3340,1
6051,1869,1
6051,2033,1
6051,4213,1
6051,3020,1
4230,3655,1
4230,4265,1
7183,4721,1
217,635,1
6320,4305,1
6320,4705,1
6320,2322,1
2803,3290,1
3465,2155,1
2642,2965,1
2223,1465,1
3479,3010,1
3540,2538,1
503,3786,1
1408,1941,1
1408,3403,1
6467,1123,1
6467,3338,1
2976,1123,1
2976,4576,1
6732,3513,1
5972,4511,1
1549,1299,1
1549,635,1
1549,785,1
517,635,1
7001,3066,1
1001,3221,1
5776,27,1
5776,123,1
413,2596,1
1886,1148,1
5752,1839,1
5186,1908,1
3786,3886,1
4516,494,1
4516,1382,1
4516,2331,1
4596,1143,1
6204,3237,1
2080,3868,1
3753,4384,1
4061,3783,1
6328,2976,1
2731,2171,1
2731,3792,1
1989,2757,1
4306,656,1
3846,4578,1
186,3728,1
2615,3510,1
2615,4685,1
5800,1163,1
5800,2760,1
5800,420,1
5346,3930,1
6802,2892,1
1066,1227,1
5650,1726,1
5220,4586,1
5220,204,1
4402,3774,1
3676,4552,1
3496,636,1
809,3571,1
2408,971,1
2408,1302,1
2408,897,1
2408,2990,1
2408,1778,1
2408,2290,1
2408,2566,1
2408,2694,1
2408,3368,1
2408,4740,1
2408,4002,1
2408,768,1
2408,681,1
2408,2291,1
2408,801,1
2408,3422,1
2408,4579,1
2408,86,1
2408,1294,1
2408,2863,1
2408,993,1
2408,2292,1
2408,2151,1
2408,582,1
2408,4096,1
2408,3507,1
2408,462,1
2408,1565,1
2408,3708,1
2408,4490,1
4096,1763,1
3084,202,1
3084,3875,1
3084,3297,1
3089,1552,1
3140,4608,1
3140,713,1
6058,2362,1
738,2668,1
3489,4284,1
3489,1066,1
3489,1337,1
3489,3552,1
3489,113,1
2342,218,1
7186,4124,1
5083,2013,1
763,3860,1
6282,2105,1
6282,3237,1
6282,2515,1
6282,3058,1
6282,4741,1
6282,3550,1
505,1528,1
4119,1081,1
6836,2211,1
6836,2970,1
3745,1133,1
3745,810,1
3745,1432,1
3745,2068,1
3745,1442,1
418,457,1
418,988,1
418,2101,1
382,81,1
382,4502,1
382,4737,1
382,1140,1
2606,1377,1
1258,3495,1
5247,204,1
432,4383,1
2785,3010,1
2785,1563,1
4478,4552,1
2417,635,1
3705,4071,1
6829,3767,1
265,2608,1
3201,4568,1
4354,609,1
1952,4463,1
1952,2750,1
2128,4044,1
2128,3001,1
2128,582,1
6321,3880,1
5749,3330,1
5749,2693,1
119,635,1
1645,4383,1
6570,2216,1
3382,3179,1
6459,2193,1
3695,809,1
6811,1436,1
133,2012,1
133,1802,1
1426,1531,1
3195,4243,1
3195,897,1
3195,2144,1
3195,4692,1
3195,2234,1
4455,480,1
728,4586,1
728,3340,1
728,204,1
728,1389,1
728,3932,1
728,3026,1
728,4077,1
728,2177,1
728,918,1
728,107,1
728,2255,1
728,2040,1
728,1648,1
728,2304,1
728,2960,1
728,1985,1
728,4076,1
728,1436,1
728,4074,1
728,4224,1
728,845,1
728,985,1
728,1686,1
728,2870,1
728,122,1
728,1753,1
728,2562,1
728,609,1
728,4741,1
728,4181,1
728,268,1
728,4206,1
728,3187,1
728,1412,1
728,120,1
728,501,1
728,263,1
728,2600,1
728,3601,1
728,1530,1
728,1209,1
728,4256,1
728,4377,1
728,4458,1
728,2139,1
728,4261,1
728,3629,1
728,4196,1
728,2440,1
728,1976,1
728,3873,1
728,1044,1
728,3070,1
728,260,1
728,1315,1
728,3750,1
728,4068,1
728,4299,1
728,3522,1
728,1572,1
728,2084,1
728,2104,1
728,2261,1
728,1279,1
728,2906,1
728,189,1
728,1343,1
728,3355,1
728,4323,1
728,397,1
728,1716,1
728,2368,1
728,547,1
728,1825,1
728,4405,1
728,704,1
728,1867,1
728,3402,1
728,1092,1
728,2794,1
728,933,1
728,4559,1
728,3423,1
728,1261,1
728,4378,1
728,1296,1
728,2691,1
728,3677,1
728,3305,1
728,1982,1
7243,2826,1
3605,61,1
3605,976,1
4622,4669,1
4622,2200,1
4622,4142,1
1420,2563,1
3844,1934,1
3844,3232,1
6277,3135,1
7140,4243,1
1003,2529,1
1229,2255,1
1324,1004,1
5136,1261,1
6163,785,1
1131,4440,1
3668,1004,1
1506,1537,1
1506,1682,1
3141,3357,1
3141,731,1
6086,1292,1
190,2101,1
420,3908,1
3997,1780,1
6773,1839,1
6773,1014,1
6961,274,1
6961,3590,1
3675,948,1
6573,3501,1
5885,768,1
2295,4275,1
3400,2304,1
3400,3607,1
3400,269,1
4470,1996,1
2126,3532,1
708,4049,1
360,3325,1
2805,2259,1
1863,2608,1
1863,3735,1
1863,4266,1
127,1768,1
2927,2765,1
1013,2828,1
1013,3323,1
743,1490,1
227,27,1
815,2103,1
5865,3948,1
5865,2726,1
5865,2250,1
5865,4713,1
5865,4120,1
5865,3067,1
5865,159,1
5865,655,1
375,2013,1
3383,193,1
3383,1252,1
1791,802,1
3962,4245,1
3962,635,1
4453,4049,1
2669,1307,1
2669,850,1
2669,4538,1
3416,1985,1
4363,1538,1
1541,2290,1
1972,4006,1
7038,314,1
7038,4181,1
7038,2857,1
1204,314,1
4513,204,1
966,4740,1
966,392,1
966,2841,1
2229,4383,1
4046,3362,1
4046,4029,1
740,1506,1
740,387,1
740,3722,1
740,2620,1
740,1182,1
740,1712,1
740,1003,1
740,1892,1
740,3949,1
740,3573,1
740,1009,1
740,4751,1
740,1967,1
740,212,1
1042,4104,1
1042,1451,1
1042,2435,1
1042,3894,1
1042,1328,1
1042,2000,1
1042,3883,1
1042,4694,1
1042,2381,1
1042,1046,1
4531,407,1
6611,1333,1
2551,2085,1
4677,4099,1
4677,4176,1
3524,339,1
3838,1188,1
508,1431,1
983,610,1
6546,635,1
1539,635,1
1539,462,1
1112,2733,1
6579,510,1
3101,494,1
3101,3629,1
3101,2440,1
3101,2313,1
3101,3935,1
3101,1542,1
560,4709,1
605,2255,1
5861,4313,1
5814,204,1
5814,4559,1
5814,1531,1
318,1886,1
3210,785,1
2990,1753,1
6723,3476,1
4830,157,1
6413,27,1
604,1885,1
1199,305,1
486,3872,1
486,394,1
486,2620,1
486,3193,1
486,1641,1
486,1957,1
486,140,1
486,4205,1
486,2708,1
486,3980,1
4347,1881,1
4347,2079,1
3982,2250,1
5387,3350,1
664,1292,1
664,54,1
3589,64,1
3643,3137,1
3830,551,1
5836,1227,1
1032,2006,1
121,3950,1
121,4590,1
121,2851,1
121,75,1
121,1116,1
121,1241,1
121,764,1
121,2471,1
121,683,1
121,3382,1
121,3383,1
121,4418,1
121,3406,1
121,734,1
121,47,1
3107,3571,1
6368,3102,1
6368,2645,1
5590,2569,1
1915,3906,1
2476,2826,1
1289,3571,1
1940,1151,1
1930,1513,1
1006,4740,1
4947,4481,1
7043,643,1
7043,4070,1
7043,74,1
7043,1713,1
7043,2632,1
5983,603,1
2058,4305,1
2058,4498,1
2058,3941,1
2058,3752,1
5625,3459,1
5625,184,1
399,2868,1
6078,3762,1
4588,2067,1
4588,1783,1
495,2568,1
1945,2529,1
1945,2860,1
1945,3102,1
1945,1783,1
307,1767,1
6635,1778,1
4344,4669,1
3673,204,1
3673,1592,1
939,1859,1
939,84,1
2985,3580,1
3315,3072,1
5211,635,1
5211,785,1
1108,3647,1
1108,1393,1
1108,562,1
1108,2760,1
1108,1946,1
1108,420,1
4322,1261,1
3061,3255,1
5992,1309,1
5992,1496,1
5992,2512,1
5208,1780,1
6228,3058,1
6228,1285,1
341,1292,1
5438,27,1
5028,3762,1
4045,1839,1
5052,1114,1
5226,2976,1
6316,4325,1
3564,141,1
1613,1528,1
771,184,1
5035,2412,1
5035,2444,1
5035,294,1
5035,96,1
5035,1232,1
5035,3429,1
2471,3451,1
2662,3236,1
654,1631,1
2595,2608,1
4839,785,1
5117,9,1
5117,2269,1
5117,4662,1
5117,4498,1
5117,84,1
5117,4020,1
5117,3013,1
5117,629,1
2146,736,1
2192,3095,1
870,4641,1
870,4474,1
4015,4422,1
4015,3749,1
4414,4422,1
7037,3323,1
7037,2828,1
3821,2595,1
6958,260,1
5933,1874,1
4997,4038,1
6186,2412,1
7177,2837,1
7177,1237,1
5753,1846,1
3128,4243,1
4918,4737,1
4781,3127,1
4126,2603,1
2127,1753,1
1970,582,1
6322,1753,1
746,1251,1
2494,2568,1
2485,4635,1
6685,2143,1
6685,2825,1
6685,627,1
6685,1826,1
6685,2350,1
6685,4507,1
6685,325,1
6685,999,1
6685,3249,1
6685,1773,1
6685,2087,1
4853,3095,1
1916,3323,1
3422,2976,1
4678,3636,1
646,4097,1
646,65,1
646,1657,1
646,205,1
4645,1513,1
827,4124,1
1075,1648,1
3711,61,1
4090,1027,1
6220,4271,1
2705,2060,1
2705,4702,1
2705,1046,1
6222,469,1
6222,4372,1
4720,554,1
4720,4238,1
4720,1510,1
4720,3518,1
4720,4071,1
4720,2448,1
4720,4257,1
4720,4561,1
3817,4422,1
3817,1778,1
3817,1354,1
4503,1327,1
4963,1538,1
727,3255,1
3044,27,1
2874,1839,1
1373,204,1
5709,167,1
6411,4737,1
6935,224,1
811,1630,1
7057,27,1
3018,2708,1
4869,4701,1
4869,2304,1
4869,557,1
4869,2872,1
5535,2545,1
5535,3555,1
2724,2662,1
2724,4049,1
4542,1886,1
778,4466,1
2912,4049,1
4763,4375,1
4763,3199,1
4763,2636,1
707,4049,1
1574,375,1
5698,3398,1
3291,145,1
3045,2304,1
3928,1513,1
5553,1223,1
1060,2592,1
2840,1362,1
2377,3890,1
2377,2596,1
5745,2441,1
5745,1004,1
2895,2215,1
3230,2841,1
5432,1025,1
5432,1884,1
5432,4184,1
5432,4603,1
5432,1287,1
4933,3758,1
4933,1873,1
4933,1519,1
233,2757,1
1356,1154,1
5702,2545,1
5702,3555,1
5702,584,1
6453,3175,1
6453,3623,1
6453,3459,1
3803,610,1
3803,2688,1
2397,3601,1
372,1261,1
3510,1839,1
1403,3828,1
1403,1664,1
2969,1238,1
628,4049,1
1638,47,1
5187,1778,1
5187,2654,1
7117,1107,1
7117,2012,1
6555,314,1
6555,974,1
5134,4346,1
4135,4277,1
4135,4018,1
4135,4735,1
4135,2692,1
4135,2256,1
4135,766,1
4135,35,1
4135,2813,1
4135,1207,1
4135,112,1
4135,3814,1
4135,3934,1
4135,1057,1
4135,4190,1
4135,2467,1
4135,3778,1
4135,31,1
4135,392,1
4135,2124,1
4135,4321,1
4135,4121,1
4135,184,1
4135,1095,1
4849,4179,1
1020,1612,1
6916,4049,1
485,1842,1
5688,1934,1
4550,635,1
1094,2006,1
5605,4348,1
370,3501,1
1277,1778,1
1277,1354,1
1879,2255,1
1879,3305,1
1054,4203,1
1054,1261,1
4139,2101,1
2021,2356,1
1090,2244,1
3733,2595,1
6641,3932,1
7100,27,1
7100,1217,1
4095,1282,1
4388,3440,1
4388,3937,1
6352,2592,1
6414,2868,1
3154,2468,1
6360,2428,1
710,4208,1
2078,2826,1
4093,3906,1
2384,2692,1
1173,3221,1
4764,554,1
305,949,1
4298,4003,1
2379,276,1
2379,4383,1
6135,2304,1
6989,1881,1
6989,2079,1
6989,3906,1
6989,607,1
6989,1367,1
4739,2273,1
4036,3319,1
4036,2336,1
4036,3658,1
2919,2592,1
1538,785,1
7209,3362,1
1507,2310,1
1507,1555,1
1507,3340,1
1507,1181,1
1507,2242,1
1507,1265,1
1507,2606,1
1507,222,1
1507,630,1
1507,3239,1
1507,4556,1
1507,685,1
1507,2662,1
1507,1704,1
1507,4158,1
1507,2395,1
1507,3901,1
1507,4160,1
1507,3680,1
1507,3099,1
1507,4213,1
1507,3020,1
1507,2039,1
1507,1124,1
1507,4526,1
990,3285,1
3630,3221,1
5135,4669,1
2270,2420,1
218,582,1
2789,2662,1
6004,2194,1
5533,2702,1
2157,204,1
3235,204,1
2880,4327,1
2880,305,1
2880,4018,1
2880,1425,1
5082,946,1
6296,1299,1
3762,2304,1
3762,530,1
3535,2965,1
1421,2864,1
1421,3054,1
1421,2860,1
1421,3209,1
1421,4537,1
1421,2374,1
1421,2611,1
1421,4292,1
1421,3488,1
1421,2029,1
1421,2679,1
1421,4337,1
1421,2188,1
3183,2688,1
5345,4743,1
2644,2273,1
1775,3423,1
1967,1387,1
1967,1407,1
6439,3872,1
6439,1175,1
6439,1839,1
6439,1592,1
6439,2548,1
6439,4342,1
6369,3057,1
6369,2854,1
380,123,1
5638,1607,1
6335,3084,1
4897,802,1
4897,1444,1
4897,3233,1
4897,1736,1
4897,1518,1
59,510,1
2341,2259,1
2341,4600,1
2341,1227,1
5080,3875,1
4203,635,1
2137,3176,1
2137,3278,1
6929,976,1
6929,2662,1
6929,2416,1
6929,2213,1
6929,4213,1
6929,2093,1
6929,3020,1
6929,758,1
6929,2622,1
6929,1752,1
1618,4693,1
5723,970,1
1359,3664,1
3828,494,1
7214,1132,1
2051,3735,1
