DrugBankIDLabel,UniProtIDLabel,Interaction
2099,994,0
3738,1273,0
6990,4728,0
1004,34,0
3791,890,0
5439,2079,0
3407,2429,0
6525,3030,0
3514,3250,0
1552,1391,0
2614,376,0
7130,3006,0
3301,4099,0
6751,3788,0
6177,2683,0
6661,2986,0
5264,3633,0
7361,3239,0
6848,4103,0
7338,2504,0
522,2532,0
1001,62,0
3958,1656,0
6025,4579,0
3209,2972,0
2658,739,0
4718,4284,0
3732,4641,0
2361,1387,0
3320,3520,0
5929,2087,0
5678,3293,0
126,499,0
7266,2961,0
2314,1629,0
5046,3895,0
256,943,0
3661,2483,0
2001,1539,0
5355,1738,0
5749,1346,0
5718,3201,0
3924,877,0
1757,3347,0
412,2246,0
470,4321,0
6433,2676,0
4364,338,0
7236,390,0
677,1363,0
4495,3155,0
5819,4550,0
1936,881,0
4841,757,0
2984,759,0
3428,900,0
1577,2538,0
1496,3415,0
3342,235,0
3704,1963,0
4131,849,0
5438,2961,0
5778,231,0
7221,2853,0
448,1,0
840,1502,0
493,4183,0
1418,1459,0
2412,2016,0
1696,565,0
5005,4376,0
5425,3614,0
342,985,0
3705,1082,0
4854,3645,0
6587,823,0
5681,4218,0
2610,4067,0
3636,215,0
4165,4578,0
1348,662,0
6839,4281,0
1568,1271,0
1592,571,0
4502,361,0
2264,2378,0
6076,1816,0
4975,2413,0
1403,3716,0
1703,4232,0
4158,2126,0
1554,4755,0
550,4557,0
3454,2001,0
2267,3185,0
6408,1320,0
3267,4457,0
5418,4528,0
6721,3598,0
2670,983,0
1195,3741,0
6036,1056,0
6714,3507,0
1629,665,0
1646,781,0
4277,4012,0
646,3898,0
3438,1856,0
2364,1841,0
256,128,0
714,2338,0
2325,2866,0
4510,765,0
4630,4603,0
1363,4408,0
774,3204,0
6855,1960,0
7287,4495,0
3456,4282,0
2594,3314,0
621,142,0
6458,4294,0
2489,4345,0
5206,3257,0
5563,1474,0
7000,529,0
5510,2379,0
1429,1632,0
4024,1354,0
5461,2130,0
4122,384,0
7042,867,0
1599,3972,0
479,3596,0
6122,4410,0
6209,1929,0
5809,2375,0
7130,3327,0
2824,1517,0
278,702,0
2570,4495,0
1805,4610,0
2627,281,0
319,4279,0
6583,761,0
1868,2778,0
826,2011,0
2857,3901,0
5524,3516,0
1716,1388,0
469,2028,0
1105,3356,0
2840,315,0
4460,4146,0
1820,2224,0
7177,3538,0
2587,1594,0
4443,561,0
6177,39,0
384,3617,0
4253,2463,0
707,2552,0
5685,323,0
991,2704,0
6763,2948,0
1631,752,0
1205,1669,0
3921,4418,0
2366,4070,0
7001,1398,0
2837,4638,0
5286,2846,0
1428,1369,0
10,3363,0
3685,2050,0
631,745,0
1373,1523,0
165,1677,0
3216,3384,0
3319,464,0
2500,824,0
2972,303,0
4809,1506,0
4327,327,0
2418,703,0
5013,3969,0
312,3388,0
6260,716,0
5475,584,0
1995,3249,0
1620,1727,0
415,3310,0
570,702,0
155,634,0
768,4125,0
3243,3508,0
1925,959,0
5017,4434,0
4848,3087,0
2926,1721,0
4591,1254,0
912,2461,0
3950,4584,0
5501,3879,0
3177,2651,0
5793,1166,0
1661,2210,0
1164,2155,0
27,2813,0
6441,3418,0
4565,4419,0
1670,1837,0
1230,3111,0
1997,34,0
4394,2662,0
1194,3797,0
6424,2280,0
6773,2283,0
623,1170,0
3615,2976,0
5267,2078,0
1203,1760,0
2149,1875,0
6004,742,0
706,1097,0
158,1228,0
3658,1401,0
2196,726,0
1469,2168,0
5417,779,0
4154,1583,0
799,603,0
7054,252,0
5216,1532,0
2180,498,0
3979,2927,0
1243,3375,0
4902,3415,0
2766,3377,0
2174,1608,0
1336,620,0
4411,971,0
4036,2104,0
2136,1791,0
4930,2880,0
2382,3435,0
3295,4449,0
4666,2186,0
3302,520,0
5143,4625,0
4497,3242,0
2959,4583,0
5438,2289,0
5603,267,0
2090,1533,0
2149,3839,0
4068,2524,0
1100,1005,0
6458,3983,0
1474,4376,0
3237,1341,0
527,4299,0
1035,1092,0
2016,732,0
167,4109,0
5702,87,0
5810,4116,0
6716,3496,0
1747,2797,0
4979,2940,0
7016,1685,0
2481,4024,0
4695,2811,0
4655,3805,0
3198,2499,0
413,1738,0
2940,2893,0
7050,1270,0
5669,3946,0
5392,4747,0
5893,1344,0
7279,1066,0
1922,1712,0
981,4565,0
2316,1893,0
3006,4080,0
4622,642,0
5500,1054,0
3945,2261,0
623,2745,0
5580,3917,0
3797,1957,0
5953,3741,0
3626,2804,0
1647,3126,0
549,131,0
3315,2994,0
803,966,0
2025,2810,0
167,4697,0
7072,2222,0
5755,798,0
6443,3786,0
6949,3739,0
5293,2247,0
5689,2718,0
1340,2379,0
7167,3530,0
4947,249,0
6344,1960,0
7110,4333,0
7301,4086,0
1321,2397,0
3496,2184,0
5743,2832,0
3024,3896,0
1187,1973,0
7057,3699,0
3380,3771,0
2110,4689,0
6195,3280,0
3528,40,0
4587,498,0
132,1333,0
7066,2236,0
7256,1220,0
6810,2796,0
1818,2965,0
3933,2757,0
3894,4755,0
1558,3383,0
5188,738,0
3902,3271,0
5426,3353,0
389,624,0
3071,2722,0
5439,209,0
5398,2487,0
96,338,0
609,4419,0
7211,429,0
1813,770,0
3609,2269,0
4863,4254,0
3461,24,0
7294,2686,0
3663,135,0
2956,2612,0
4703,3274,0
6867,1800,0
7141,1189,0
1965,1249,0
4201,3893,0
4531,3229,0
5802,172,0
897,2497,0
1150,4643,0
4018,365,0
4108,3863,0
1843,3780,0
4364,3775,0
2982,658,0
2504,4472,0
4862,2080,0
2101,3737,0
2191,4297,0
5681,4536,0
7354,1267,0
4009,2975,0
5156,3260,0
4649,166,0
5660,2757,0
5096,3266,0
5016,3511,0
1996,803,0
3844,802,0
579,703,0
2399,269,0
5740,4325,0
2424,478,0
2208,2025,0
1956,4167,0
7140,466,0
2121,3269,0
2197,3315,0
2268,4337,0
1959,1757,0
5617,1765,0
2455,2071,0
6968,1212,0
638,2760,0
3299,3034,0
3621,4666,0
2482,1834,0
4889,2673,0
5015,717,0
3493,2625,0
2856,3458,0
259,160,0
6718,4318,0
4176,3393,0
4067,2312,0
630,2717,0
2421,290,0
7008,687,0
5232,2405,0
4580,139,0
5758,4277,0
6360,1447,0
6794,3033,0
595,307,0
3382,2668,0
5082,423,0
3403,3378,0
1733,2836,0
5255,159,0
1398,1277,0
1355,4246,0
4866,2145,0
4607,4611,0
1178,1106,0
7281,354,0
6830,395,0
3321,1372,0
1949,3382,0
3799,827,0
7025,3064,0
3803,2037,0
194,4355,0
666,3785,0
6509,1066,0
4108,2485,0
6504,1526,0
5690,1673,0
329,1958,0
2791,160,0
4715,3123,0
4403,1568,0
314,3529,0
505,1959,0
6526,418,0
5468,1226,0
6347,4195,0
5631,2270,0
1223,4368,0
381,786,0
1301,2393,0
3248,4315,0
587,3278,0
1096,2995,0
7229,744,0
1371,4448,0
5830,520,0
3084,1309,0
4189,84,0
2229,1312,0
2095,2016,0
6814,4484,0
5905,1179,0
2732,1125,0
5323,3170,0
1769,613,0
5763,1693,0
1726,3618,0
4017,2399,0
2014,2657,0
3536,4280,0
1784,773,0
2040,1692,0
3467,3058,0
5978,3794,0
6408,1673,0
1113,3180,0
6380,3935,0
3986,3305,0
6843,1439,0
967,2980,0
3130,3278,0
2578,3969,0
417,1513,0
2485,4174,0
5243,3097,0
3107,4287,0
7021,3148,0
508,3917,0
3658,2501,0
4193,61,0
1067,1003,0
3774,404,0
1804,2333,0
3404,3765,0
5085,3621,0
7046,1851,0
5259,3066,0
5067,3063,0
3519,1738,0
186,3667,0
2114,2969,0
803,1959,0
6919,2672,0
2389,620,0
6217,125,0
5621,2036,0
1168,1218,0
5051,330,0
5615,301,0
68,1442,0
3289,3405,0
4791,4096,0
5112,3578,0
1982,802,0
2581,3644,0
5621,263,0
1353,3095,0
4752,3020,0
1909,4257,0
6821,2320,0
465,96,0
2808,3758,0
1536,3501,0
6374,4167,0
5580,4551,0
7313,832,0
4150,2723,0
6168,4230,0
4444,1295,0
4492,518,0
464,4139,0
2992,1452,0
6811,4396,0
4280,3710,0
5863,2302,0
3563,494,0
4886,3982,0
6650,2446,0
7046,1804,0
7322,699,0
2825,4339,0
6035,4264,0
2296,3929,0
253,312,0
2119,3815,0
1943,2649,0
2691,1680,0
6824,1556,0
3207,92,0
5924,1161,0
4335,4477,0
1179,3070,0
2500,3043,0
4753,4239,0
787,3026,0
2960,2400,0
3187,567,0
5897,1429,0
2883,114,0
4122,1508,0
3044,4155,0
5168,665,0
3233,2621,0
6507,2657,0
7348,3008,0
6927,2674,0
3385,4660,0
5915,1904,0
5859,1379,0
1611,1385,0
1126,1785,0
3151,1153,0
506,1436,0
523,2933,0
5574,3092,0
2568,1987,0
2562,4092,0
2775,2964,0
4958,2158,0
7175,552,0
100,3149,0
6079,3794,0
5268,4573,0
5797,1408,0
4327,3464,0
2750,3610,0
2557,2047,0
398,2687,0
7367,3970,0
44,2226,0
3769,2607,0
7064,224,0
1064,4321,0
3846,3653,0
3809,4044,0
4276,1337,0
7370,2288,0
3721,1465,0
4578,2166,0
6379,2953,0
6126,3293,0
2020,4631,0
108,3520,0
604,3482,0
6100,1660,0
6964,656,0
1729,3052,0
5639,4235,0
1848,3271,0
7316,1689,0
6764,3209,0
4037,869,0
3119,3736,0
3227,3642,0
6905,1534,0
4085,635,0
4781,4331,0
2502,1003,0
7151,1092,0
2107,590,0
4596,531,0
891,3571,0
6252,3685,0
7210,2687,0
2110,4660,0
2307,2139,0
2230,922,0
3044,276,0
3125,4405,0
820,771,0
2249,878,0
3582,2337,0
6283,3978,0
6750,1377,0
4404,3901,0
5306,712,0
3845,1550,0
4840,240,0
3409,34,0
674,3156,0
1168,762,0
4092,2693,0
7325,1975,0
389,3641,0
1319,2696,0
3328,2072,0
2331,601,0
3090,3808,0
1836,4748,0
4414,1774,0
1811,2920,0
6598,2633,0
2074,4565,0
3897,1977,0
5017,3757,0
4432,2181,0
4762,517,0
3752,2478,0
5758,3580,0
2157,1058,0
4366,2287,0
5530,835,0
4734,596,0
589,988,0
3108,501,0
1857,2077,0
4921,3017,0
3117,4314,0
6305,1373,0
4368,2974,0
1485,4215,0
2416,4427,0
7035,4727,0
303,2704,0
6506,2715,0
6199,243,0
5107,3155,0
3551,1418,0
2185,4370,0
1694,1731,0
6227,1598,0
5405,4270,0
4721,3617,0
928,2267,0
2033,4184,0
2996,1222,0
5594,1774,0
430,1104,0
4684,3273,0
5563,104,0
6882,1296,0
2390,2494,0
7123,3347,0
5806,2229,0
4359,646,0
1303,2437,0
7203,931,0
4166,2417,0
2344,2816,0
3996,1700,0
6351,1848,0
7365,1181,0
2580,4367,0
6207,2383,0
7256,1416,0
5709,700,0
224,988,0
3399,2529,0
552,4187,0
1745,756,0
3468,977,0
4873,3873,0
5741,1031,0
6537,725,0
5517,4262,0
2364,3059,0
3143,1792,0
2363,1739,0
2115,2636,0
857,711,0
1882,1323,0
2449,196,0
1789,1940,0
5283,1552,0
6763,1728,0
5830,600,0
5843,2476,0
2739,4070,0
7013,903,0
3538,3004,0
3928,282,0
1490,4471,0
2913,4552,0
2467,3418,0
5010,4464,0
3379,4314,0
6765,1205,0
2200,2253,0
3127,8,0
5572,2846,0
5195,1435,0
4706,3306,0
4,3849,0
3166,472,0
3058,3908,0
6930,1710,0
2988,3933,0
114,843,0
3303,2714,0
6050,3654,0
4871,180,0
3870,1622,0
5544,1867,0
7356,2366,0
2451,1158,0
5565,1174,0
6421,1169,0
7136,904,0
3054,1340,0
4044,4081,0
6822,4278,0
5145,1925,0
3011,2233,0
1101,4253,0
882,1159,0
1830,4553,0
6080,1953,0
3520,2687,0
4911,3893,0
660,2103,0
660,3171,0
2839,4109,0
4745,3541,0
7100,3434,0
7121,135,0
1651,2034,0
1023,4110,0
5631,4078,0
6659,1339,0
4483,299,0
3007,2155,0
2599,4044,0
1782,2571,0
3917,467,0
622,3765,0
3632,3678,0
2469,2197,0
5532,3895,0
6717,3269,0
4065,3309,0
358,3905,0
6438,3968,0
6301,1553,0
335,2234,0
5735,4365,0
220,3830,0
2021,260,0
1685,1753,0
1195,6,0
6254,1910,0
1610,3091,0
2227,3362,0
6192,4501,0
878,1555,0
3087,2806,0
5867,1059,0
164,1301,0
3852,3968,0
4011,2380,0
16,4179,0
4210,4184,0
1757,373,0
6351,3448,0
2623,106,0
184,3483,0
6001,721,0
5158,1373,0
5265,3987,0
2801,951,0
4606,1812,0
4466,3308,0
4964,270,0
6660,2150,0
1426,4668,0
5112,2806,0
806,1721,0
3440,4609,0
1908,3816,0
3149,4522,0
7020,44,0
1037,2274,0
6679,2120,0
4525,2845,0
2005,3200,0
5017,1828,0
3106,3012,0
2535,2856,0
2257,1951,0
362,1304,0
2855,3793,0
360,2100,0
3967,2418,0
2537,3981,0
2904,313,0
4228,4428,0
1160,4400,0
818,575,0
2091,776,0
813,2450,0
405,2102,0
4720,3973,0
4882,1051,0
925,584,0
6496,382,0
3472,885,0
530,2581,0
6476,1297,0
2922,4317,0
6781,1639,0
1462,3070,0
4479,2985,0
4346,885,0
2420,3558,0
477,1362,0
7276,2521,0
5892,4563,0
6656,4484,0
3930,3747,0
831,3517,0
3407,3909,0
4448,934,0
231,4236,0
6159,499,0
5335,3894,0
7320,4522,0
4344,1016,0
5113,2302,0
3641,2945,0
6233,1748,0
4816,4091,0
812,2342,0
4325,2813,0
2513,462,0
3798,1275,0
2621,744,0
635,1974,0
1443,2855,0
6031,2682,0
1580,1237,0
192,2405,0
3869,61,0
2117,3522,0
1400,1753,0
5648,1902,0
2706,686,0
2311,4422,0
7220,2319,0
2467,1945,0
131,2473,0
577,2474,0
722,303,0
576,1571,0
5066,1262,0
6698,847,0
6675,4475,0
5384,3154,0
254,2425,0
6320,2555,0
2920,3358,0
6648,1465,0
5921,3530,0
3375,834,0
3070,1505,0
4570,3562,0
544,1373,0
5013,3521,0
4657,2958,0
485,1741,0
1229,3821,0
5464,3336,0
4130,4350,0
3186,3223,0
5946,787,0
2745,4288,0
6118,2842,0
5940,3077,0
3348,3342,0
1039,2707,0
6969,919,0
2941,1400,0
4677,3103,0
4783,4518,0
7187,4372,0
4038,2548,0
4129,227,0
2406,318,0
4664,92,0
5119,1123,0
4732,2551,0
1557,2432,0
6393,1356,0
2587,4031,0
6006,4327,0
7028,3581,0
4070,4623,0
4396,3364,0
2162,4194,0
1428,3558,0
3636,1190,0
798,1859,0
7085,217,0
5431,1033,0
7348,710,0
846,2703,0
4352,2483,0
2629,1047,0
5020,2808,0
884,1519,0
1505,3321,0
6363,3035,0
40,1246,0
3763,160,0
6360,721,0
726,332,0
527,3455,0
6049,1965,0
6557,1853,0
7075,4404,0
4001,3469,0
6376,2341,0
2736,1855,0
3900,1899,0
922,3388,0
290,3991,0
5019,3739,0
6286,1732,0
5688,2105,0
3480,2346,0
5686,3323,0
4842,2834,0
3018,4084,0
6092,221,0
4115,1520,0
3086,2427,0
2301,1213,0
3824,4711,0
3818,855,0
2030,2953,0
5632,4500,0
6344,2829,0
4994,1661,0
2618,2911,0
465,967,0
652,3312,0
2806,352,0
5357,4208,0
5593,803,0
2402,2935,0
3515,177,0
6805,3041,0
5249,4477,0
5884,526,0
4183,1587,0
5542,3041,0
5087,4642,0
4848,3194,0
1881,1709,0
3913,1670,0
4079,2146,0
1621,2605,0
5996,3800,0
5186,330,0
7114,3239,0
5816,2209,0
454,4046,0
6594,3195,0
6662,4649,0
3658,923,0
1271,2637,0
3352,3,0
5502,2365,0
3431,3260,0
7085,669,0
2945,2744,0
6113,533,0
2277,911,0
4949,705,0
1861,3162,0
515,2403,0
2127,1569,0
2765,1928,0
1157,3471,0
1461,2878,0
6909,1156,0
5507,3742,0
2744,3049,0
4229,3578,0
3846,2877,0
4646,1597,0
6938,4409,0
6200,4135,0
3856,4447,0
5599,2677,0
2703,4179,0
5561,332,0
2530,1780,0
2132,969,0
5339,2200,0
3290,116,0
4051,1455,0
5079,2158,0
3452,1265,0
1241,2762,0
4892,9,0
3672,1710,0
2412,235,0
637,3916,0
6473,1883,0
2772,3372,0
2896,584,0
5774,767,0
185,3866,0
3836,1334,0
3928,3059,0
1688,4188,0
5110,3613,0
2342,1341,0
6660,4002,0
6293,2704,0
2772,505,0
7085,1724,0
2412,1025,0
4621,3932,0
5815,3705,0
5241,2403,0
1780,1724,0
6059,3985,0
2375,2150,0
4163,1867,0
3717,2584,0
4620,3904,0
2217,3667,0
4835,1907,0
4226,842,0
5545,1979,0
6556,4126,0
4886,3736,0
4829,695,0
3337,4313,0
3522,953,0
2369,2414,0
1972,2669,0
2922,422,0
2985,1688,0
6922,3116,0
5749,4348,0
5470,4679,0
4713,1542,0
423,4104,0
1377,1058,0
2080,1520,0
1863,2288,0
1263,2474,0
6198,66,0
3792,2166,0
308,4717,0
3171,1701,0
3054,186,0
4176,728,0
6684,912,0
6208,3520,0
5047,445,0
4504,4628,0
186,696,0
571,449,0
1260,2024,0
4583,1985,0
3640,3269,0
2102,2582,0
835,2466,0
4040,361,0
512,782,0
2884,2972,0
2865,3964,0
969,2735,0
4978,2340,0
1231,1791,0
620,896,0
400,2695,0
5609,1031,0
4422,859,0
2579,4320,0
6802,563,0
4839,2278,0
1960,1052,0
6296,1509,0
2792,1805,0
2179,4583,0
3902,1716,0
4399,938,0
1956,2227,0
6077,3084,0
7175,1438,0
2012,1730,0
6840,495,0
5141,3698,0
720,841,0
1512,777,0
5107,2070,0
4325,3206,0
554,3333,0
6851,1861,0
718,2281,0
2582,45,0
7298,2853,0
6977,3047,0
2002,104,0
882,1892,0
6792,4599,0
6238,1921,0
511,2957,0
2380,221,0
281,1741,0
7362,2233,0
2194,3798,0
3330,178,0
1171,982,0
6508,511,0
6891,4031,0
5475,4260,0
626,2510,0
4786,1769,0
7263,1761,0
3029,2467,0
3253,1336,0
4254,1791,0
5109,1235,0
5689,2235,0
3242,2185,0
4903,1731,0
5338,4221,0
2885,2426,0
6117,1143,0
5844,2260,0
2169,1137,0
2964,1416,0
2995,3313,0
2314,3758,0
6863,2536,0
184,77,0
6453,3569,0
3947,2353,0
3103,6,0
2890,661,0
1526,4589,0
3207,1025,0
1097,3497,0
5303,4182,0
370,51,0
2621,2710,0
3730,2736,0
6971,2109,0
1668,1361,0
1323,595,0
5984,287,0
3987,3616,0
3566,3371,0
2689,3439,0
1428,286,0
2494,3730,0
6397,1759,0
4683,3445,0
4463,2264,0
5929,1553,0
1163,55,0
2277,1598,0
5241,2504,0
3616,3239,0
2361,1638,0
2199,4054,0
2534,465,0
7257,1172,0
4737,1043,0
4243,2196,0
2469,3773,0
4378,1516,0
2,2001,0
6286,3290,0
7058,2230,0
3003,2443,0
5382,537,0
6492,3854,0
6192,1269,0
6740,3381,0
2675,2892,0
3010,1077,0
2058,2449,0
378,3371,0
7354,2814,0
778,3584,0
3166,4723,0
5380,4328,0
5197,2656,0
5915,1463,0
2368,3822,0
4370,2804,0
6800,812,0
1050,3533,0
3419,1614,0
2983,452,0
6303,2465,0
6359,246,0
2761,4745,0
4325,135,0
4160,2681,0
1729,4316,0
2392,143,0
6502,2810,0
3407,4617,0
4493,1329,0
4463,3711,0
6663,2024,0
4450,1752,0
2709,967,0
6434,3568,0
6529,4386,0
6294,1661,0
3476,3096,0
3115,4205,0
446,4254,0
21,3857,0
2411,45,0
5006,724,0
2041,2050,0
2149,3570,0
6775,1160,0
4197,1441,0
4606,2618,0
3077,2858,0
1167,2743,0
57,1322,0
7359,1567,0
4973,4608,0
2432,255,0
3857,3349,0
336,3845,0
189,1704,0
2150,3804,0
1792,1057,0
5796,3961,0
2967,3972,0
3824,1257,0
1951,4098,0
4880,1548,0
6925,3535,0
528,3377,0
4215,4759,0
3221,1720,0
5121,813,0
4486,1942,0
3760,2006,0
1176,1394,0
3686,357,0
5200,1930,0
2118,1584,0
347,3898,0
3986,1474,0
4331,1926,0
2194,3154,0
500,3140,0
5619,1544,0
3310,4509,0
3290,801,0
4604,426,0
3358,1375,0
7369,3600,0
933,896,0
3006,3613,0
1877,3417,0
7267,2199,0
701,4150,0
5015,4283,0
3365,4203,0
4612,4458,0
3421,3690,0
637,2109,0
5363,1377,0
2268,1779,0
6381,330,0
1891,3407,0
5293,4510,0
875,142,0
5407,2960,0
1662,3969,0
3755,3712,0
6566,2764,0
7080,3997,0
1613,1238,0
5062,3554,0
5983,3677,0
2201,3712,0
2008,2231,0
3405,2179,0
5949,1719,0
5761,1059,0
3652,2019,0
5690,527,0
2853,505,0
3068,1283,0
1515,4040,0
2129,4241,0
4205,1669,0
6117,1582,0
2891,2518,0
2958,2500,0
6610,3343,0
2813,2217,0
3136,1502,0
6111,681,0
56,476,0
5266,2195,0
6994,3427,0
3627,3361,0
3904,3955,0
2620,1367,0
3799,2870,0
2030,4647,0
1829,2750,0
4583,4353,0
6888,2889,0
6929,2986,0
5973,4583,0
465,310,0
5718,4054,0
3391,4298,0
7090,2174,0
7109,4527,0
553,3567,0
1294,2006,0
7312,1130,0
2710,525,0
5557,2817,0
4536,4629,0
4859,3671,0
2765,3966,0
1013,1920,0
4374,1641,0
1907,1210,0
3455,1381,0
5572,3194,0
5782,11,0
2287,1851,0
5653,2401,0
3605,628,0
2610,1370,0
3950,2638,0
7215,4602,0
3644,1129,0
899,2998,0
4159,569,0
6672,661,0
687,306,0
6479,2665,0
788,4143,0
5329,2659,0
5178,1956,0
4695,181,0
3132,4533,0
2441,4036,0
6448,4242,0
4885,3281,0
6098,4659,0
6355,52,0
658,2055,0
2395,4320,0
3948,1600,0
1258,1907,0
3303,40,0
4740,2538,0
4571,3412,0
4229,1181,0
4699,2233,0
1452,2862,0
1414,4600,0
3820,4726,0
2653,4096,0
767,2268,0
1866,4182,0
6872,2552,0
6572,564,0
3303,2355,0
2888,4087,0
3114,166,0
6013,135,0
5824,3610,0
6855,972,0
6395,619,0
3261,645,0
5495,803,0
5444,1426,0
2365,686,0
1193,4356,0
4290,485,0
3070,4757,0
1870,427,0
5757,4392,0
7197,1559,0
6421,1353,0
1737,2204,0
4259,122,0
4917,2346,0
5075,2064,0
2767,3544,0
2255,1149,0
1652,3860,0
5209,574,0
1838,105,0
3999,2768,0
1284,221,0
172,3452,0
3130,3655,0
5536,3252,0
6869,1393,0
3809,4293,0
6435,3968,0
7331,2366,0
5898,343,0
6207,2984,0
161,1955,0
2629,1443,0
3768,2592,0
2853,4424,0
4367,342,0
2299,3875,0
6719,3521,0
1802,4056,0
6783,605,0
6533,783,0
5429,899,0
639,3007,0
2940,333,0
5690,4489,0
242,885,0
1239,835,0
1781,3193,0
6803,4691,0
3451,4098,0
4504,3629,0
6465,213,0
1694,3779,0
5807,296,0
5917,4101,0
4165,2145,0
386,3779,0
1314,1291,0
851,3096,0
1026,419,0
4550,2202,0
987,2852,0
3167,3288,0
6130,1726,0
5857,4547,0
2319,759,0
4499,2410,0
5657,763,0
5671,4597,0
2896,4264,0
6393,4028,0
7033,3350,0
2512,3897,0
2901,4494,0
681,3226,0
4824,3148,0
4685,4660,0
3775,38,0
5263,170,0
2480,3682,0
4007,4401,0
1403,1763,0
6220,410,0
6471,598,0
3854,1522,0
5872,2014,0
1504,4549,0
5267,1171,0
3582,261,0
2437,2832,0
6351,3720,0
5670,3811,0
5836,4304,0
4645,4576,0
6601,3242,0
5062,1804,0
1852,4164,0
2469,2702,0
4382,1903,0
3081,317,0
2502,3905,0
6765,855,0
102,1270,0
1483,1759,0
1156,444,0
5529,1090,0
2476,1420,0
2714,440,0
72,618,0
4232,805,0
6779,1899,0
6354,2430,0
1979,4018,0
927,3414,0
5233,3386,0
5327,4117,0
6275,3850,0
1884,2972,0
5859,4481,0
1794,3045,0
6923,2555,0
2171,2182,0
3791,570,0
2833,3163,0
3102,2263,0
6686,1417,0
3255,4163,0
2827,4650,0
1091,4175,0
5063,3478,0
87,3232,0
606,2888,0
324,3739,0
2294,4232,0
2462,3750,0
6160,175,0
6008,3601,0
2393,3167,0
6137,4241,0
4437,190,0
182,2215,0
1743,3965,0
4167,2444,0
4847,4567,0
2888,4031,0
1364,1389,0
3557,1405,0
1180,3137,0
5286,1552,0
1673,2453,0
1425,4124,0
3045,1723,0
3374,2702,0
2729,1425,0
1001,3287,0
7021,4088,0
950,2300,0
4328,1823,0
2912,4023,0
3672,3534,0
4660,4322,0
2617,4552,0
3880,2856,0
5379,4460,0
6045,4752,0
5110,2511,0
5557,1030,0
1047,3085,0
6650,194,0
1067,4685,0
4044,3886,0
2150,4008,0
410,1497,0
2078,2377,0
5385,3582,0
659,786,0
5762,2224,0
2020,3785,0
5698,3486,0
5966,550,0
1077,2135,0
7130,3691,0
1372,2142,0
662,3458,0
5701,1103,0
3641,1096,0
4631,1390,0
3318,1314,0
2267,3532,0
4154,4216,0
587,1986,0
3034,2228,0
4063,4723,0
3233,2632,0
656,1782,0
2906,3622,0
2869,1174,0
2151,2800,0
3253,4687,0
4375,433,0
5490,3931,0
2953,2513,0
1129,1570,0
1231,4200,0
5474,315,0
6241,2093,0
5559,431,0
4251,3631,0
5735,2410,0
5900,3378,0
7220,3688,0
3959,3392,0
1858,466,0
5028,4729,0
3632,1375,0
7112,2397,0
414,4624,0
6696,1478,0
3587,2909,0
1792,2901,0
1985,4246,0
5326,3039,0
5690,2808,0
828,2079,0
5001,1756,0
6294,1356,0
7166,630,0
1252,1170,0
18,676,0
5435,3959,0
4863,2308,0
1783,4213,0
6392,3889,0
434,746,0
4601,4068,0
932,254,0
3566,2796,0
3456,2849,0
6200,645,0
5130,927,0
2857,253,0
7107,725,0
4840,4402,0
1921,4661,0
5597,3985,0
2246,4246,0
5079,738,0
5510,3217,0
5729,2860,0
4687,3101,0
427,1267,0
4567,3501,0
3368,1907,0
4403,221,0
4048,3159,0
5398,2296,0
6669,4003,0
5535,2431,0
4789,610,0
2888,3940,0
4721,4247,0
2547,4529,0
672,3479,0
5702,3261,0
3415,4304,0
2610,4462,0
2864,1849,0
3278,4515,0
224,2651,0
17,1805,0
1116,4513,0
3267,3937,0
253,1805,0
7025,3824,0
2716,4606,0
3264,2288,0
3271,4124,0
3920,3074,0
2690,196,0
3354,2311,0
1562,3327,0
632,3698,0
4483,344,0
1379,612,0
4774,1227,0
1504,4332,0
5345,2854,0
4558,1643,0
568,2017,0
3479,3464,0
4196,2730,0
5093,3326,0
941,3667,0
7352,3980,0
802,2818,0
3514,1635,0
6215,322,0
4605,3359,0
4925,4427,0
4355,3775,0
4900,1881,0
4194,4488,0
2013,2315,0
2909,2148,0
3005,2957,0
5785,3583,0
5136,4703,0
3906,1845,0
3770,1980,0
3183,4692,0
1110,1430,0
1030,987,0
4248,2308,0
1645,4644,0
437,710,0
4801,2224,0
6793,2195,0
6332,2575,0
7080,2137,0
4588,223,0
6889,1121,0
5140,2680,0
3713,2668,0
6382,4125,0
1818,2347,0
4557,3683,0
7023,2859,0
4343,3496,0
3049,868,0
6899,621,0
3769,441,0
2391,3719,0
414,1431,0
2181,2666,0
2427,3646,0
6147,4721,0
5566,3119,0
780,244,0
5118,1112,0
1083,4050,0
4789,616,0
1119,3646,0
972,3368,0
6016,887,0
1980,3619,0
3803,1205,0
7303,1450,0
3342,145,0
1357,3457,0
1403,3181,0
6317,190,0
6779,776,0
896,4109,0
5972,644,0
940,1319,0
1115,1157,0
6610,816,0
5396,3056,0
5116,2719,0
413,4340,0
2781,734,0
5299,1311,0
6985,4250,0
6632,1235,0
6801,2745,0
7283,1553,0
5729,2593,0
5818,2886,0
4542,1299,0
3420,3000,0
3786,2594,0
4105,2519,0
1646,3557,0
534,2020,0
6066,3708,0
806,4738,0
157,3728,0
4830,58,0
2104,3176,0
3370,329,0
5315,815,0
2806,2085,0
4939,3827,0
4929,2812,0
6294,3917,0
2575,250,0
9,4546,0
1843,3015,0
